DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-13_14-25-34.239,1783977934.239,1,1,A,B,8,FALSE,0,
2026-07-13_14-25-56.854,1783977956.854,1,2,B,C,22,FALSE,0,
2026-07-13_14-26-09.199,1783977969.199,1,3,A,B,12,FALSE,0,
2026-07-13_14-26-23.893,1783977983.893,1,4,C,B,14,FALSE,0,
2026-07-13_14-26-41.277,1783978001.277,1,5,A,C,17,FALSE,0,
2026-07-13_14-27-08.497,1783978028.497,1,6,B,A,27,FALSE,0,
2026-07-13_14-27-21.139,1783978041.139,1,7,B,C,12,FALSE,0,
2026-07-13_14-27-36.788,1783978056.788,1,8,A,C,15,FALSE,0,
2026-07-13_14-27-49.725,1783978069.725,1,9,A,B,12,FALSE,0,
2026-07-13_14-28-18.154,1783978098.154,1,10,C,A,28,FALSE,0,
2026-07-13_14-28-34.348,1783978114.348,1,11,C,B,16,FALSE,0,
2026-07-13_14-29-01.465,1783978141.465,1,12,A,B,27,FALSE,0,
2026-07-13_14-30-39.361,1783978239.361,1,13,C,A,97,FALSE,0,
2026-07-13_14-31-10.228,1783978270.228,1,14,B,C,30,FALSE,0,
2026-07-13_14-32-14.409,1783978334.409,1,15,B,A,64,FALSE,0,
2026-07-13_14-32-41.780,1783978361.780,1,16,C,A,27,FALSE,0,
2026-07-13_14-32-55.873,1783978375.873,1,17,B,C,14,FALSE,0,
2026-07-13_14-33-58.466,1783978438.466,1,18,A,C,62,TRUE,0,
2026-07-13_14-34-25.588,1783978465.588,1,19,A,B,27,FALSE,0,
2026-07-13_14-34-42.233,1783978482.233,1,20,C,B,16,FALSE,0,
2026-07-13_14-35-08.097,1783978508.097,1,21,A,C,25,FALSE,0,
2026-07-13_14-35-27.116,1783978527.116,1,22,B,A,19,FALSE,0,
2026-07-13_14-35-39.277,1783978539.277,1,23,B,C,12,FALSE,0,
2026-07-13_14-35-51.337,1783978551.337,1,24,A,C,12,FALSE,0,
2026-07-13_14-36-03.823,1783978563.823,1,25,A,B,12,FALSE,0,
2026-07-13_14-36-34.108,1783978594.108,1,26,C,A,30,FALSE,0,
2026-07-13_14-36-48.993,1783978608.993,1,27,C,B,14,FALSE,0,
2026-07-13_14-37-02.746,1783978622.746,1,28,A,B,13,FALSE,0,
2026-07-13_14-37-52.036,1783978672.036,1,29,C,A,49,FALSE,0,
2026-07-13_14-38-04.931,1783978684.931,1,30,B,C,12,FALSE,0,
2026-07-13_14-38-17.221,1783978697.221,1,31,B,A,12,FALSE,0,
2026-07-13_14-38-38.974,1783978718.974,1,32,C,A,21,FALSE,0,
2026-07-13_14-39-28.536,1783978768.536,1,33,C,B,49,FALSE,0,
2026-07-13_14-39-41.987,1783978781.987,1,34,A,C,13,FALSE,0,
2026-07-13_14-39-53.453,1783978793.453,1,35,A,B,11,FALSE,0,
2026-07-13_14-40-05.687,1783978805.687,1,36,C,B,12,FALSE,0,
2026-07-13_14-40-47.939,1783978847.939,1,37,B,A,42,FALSE,0,
2026-07-13_14-40-58.982,1783978858.982,1,38,B,C,11,FALSE,0,
2026-07-13_14-41-11.248,1783978871.248,1,39,A,C,12,FALSE,0,
2026-07-13_14-41-22.605,1783978882.605,1,40,A,B,11,FALSE,0,
2026-07-13_14-41-35.236,1783978895.236,1,41,C,A,12,FALSE,0,
2026-07-13_14-41-48.047,1783978908.047,1,42,C,B,12,FALSE,0,
2026-07-13_14-41-59.913,1783978919.913,1,43,A,B,11,FALSE,0,
2026-07-13_14-42-13.136,1783978933.136,1,44,A,C,13,FALSE,0,
2026-07-13_14-42-49.058,1783978969.058,1,45,B,C,35,FALSE,0,
2026-07-13_14-43-03.680,1783978983.680,1,46,B,A,14,FALSE,0,
2026-07-13_14-43-19.898,1783978999.898,1,47,C,A,16,FALSE,0,
2026-07-13_14-43-33.295,1783979013.295,1,48,B,C,13,FALSE,0,
2026-07-13_14-43-45.695,1783979025.695,1,49,A,B,12,FALSE,0,
2026-07-13_14-43-59.248,1783979039.248,1,50,A,C,13,FALSE,0,
2026-07-13_14-44-10.432,1783979050.432,1,51,B,C,11,FALSE,0,
2026-07-13_14-44-22.605,1783979062.605,1,52,B,A,12,FALSE,0,
2026-07-13_14-44-41.521,1783979081.521,1,53,C,A,18,FALSE,0,
2026-07-13_14-44-54.505,1783979094.505,1,54,C,B,12,FALSE,0,
2026-07-13_14-45-22.127,1783979122.127,1,55,A,B,27,FALSE,0,
2026-07-13_14-45-34.814,1783979134.814,1,56,C,A,12,FALSE,0,
2026-07-13_14-45-46.314,1783979146.314,1,57,B,C,11,FALSE,0,
2026-07-13_14-46-03.118,1783979163.118,1,58,B,A,16,FALSE,0,
2026-07-13_14-46-16.851,1783979176.851,1,59,C,A,13,FALSE,0,
2026-07-13_14-46-29.174,1783979189.174,1,60,B,C,12,FALSE,0,
2026-07-13_14-46-46.819,1783979206.819,1,61,A,C,17,FALSE,0,
2026-07-13_14-46-58.006,1783979218.006,1,62,A,B,11,FALSE,0,
2026-07-13_14-47-11.122,1783979231.122,1,63,C,B,13,FALSE,0,
2026-07-13_14-47-25.719,1783979245.719,1,64,A,C,14,FALSE,0,
2026-07-13_14-47-52.980,1783979272.980,1,65,B,A,27,FALSE,0,
2026-07-13_14-48-05.600,1783979285.600,1,66,B,C,12,FALSE,0,
2026-07-13_14-48-18.455,1783979298.455,1,67,A,C,12,FALSE,0,
