DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-20_15-10-25.287,1784585425.287,1,1,A,C,10,FALSE,0,
2026-07-20_15-10-36.813,1784585436.813,1,2,A,B,11,FALSE,0,
2026-07-20_15-10-53.856,1784585453.856,1,3,C,B,17,FALSE,0,
2026-07-20_15-11-08.236,1784585468.236,1,4,A,C,14,FALSE,0,
2026-07-20_15-11-25.223,1784585485.223,1,5,B,C,16,FALSE,0,
2026-07-20_15-11-38.264,1784585498.264,1,6,C,A,13,FALSE,0,
2026-07-20_15-11-54.500,1784585514.500,1,7,B,C,16,FALSE,0,
2026-07-20_15-12-06.652,1784585526.652,1,8,A,C,12,FALSE,0,
2026-07-20_15-12-18.537,1784585538.537,1,9,A,B,11,FALSE,0,
2026-07-20_15-12-35.006,1784585555.006,1,10,C,A,16,FALSE,0,
2026-07-20_15-12-52.534,1784585572.534,1,11,C,B,17,FALSE,0,
2026-07-20_15-13-12.072,1784585592.072,1,12,A,C,19,FALSE,0,
2026-07-20_15-13-32.621,1784585612.621,1,13,C,B,20,FALSE,0,
2026-07-20_15-13-47.630,1784585627.630,1,14,C,A,15,FALSE,0,
2026-07-20_15-14-06.208,1784585646.208,1,15,A,C,18,FALSE,0,
2026-07-20_15-14-18.589,1784585658.589,1,16,B,A,12,FALSE,0,
2026-07-20_15-14-32.137,1784585672.137,1,17,B,C,13,FALSE,0,
2026-07-20_15-14-45.007,1784585685.007,1,18,A,C,12,FALSE,0,
2026-07-20_15-14-57.895,1784585697.895,1,19,B,A,12,FALSE,0,
2026-07-20_15-15-27.007,1784585727.007,1,20,C,A,29,FALSE,0,
2026-07-20_15-15-38.748,1784585738.748,1,21,A,B,11,FALSE,0,
2026-07-20_15-15-57.716,1784585757.716,1,22,C,A,18,FALSE,0,
2026-07-20_15-16-11.518,1784585771.518,1,23,B,A,13,FALSE,0,
2026-07-20_15-16-24.671,1784585784.671,1,24,C,B,13,FALSE,0,
2026-07-20_15-16-38.387,1784585798.387,1,25,A,B,13,FALSE,0,
2026-07-20_15-16-51.423,1784585811.423,1,26,A,C,13,FALSE,0,
2026-07-20_15-17-10.783,1784585830.783,1,27,B,A,19,FALSE,0,
2026-07-20_15-17-26.177,1784585846.177,1,28,C,B,15,FALSE,0,
2026-07-20_15-17-37.627,1784585857.627,1,29,A,B,11,FALSE,0,
2026-07-20_15-17-50.579,1784585870.579,1,30,A,C,12,FALSE,0,
2026-07-20_15-18-14.834,1784585894.834,1,31,B,C,24,FALSE,0,
2026-07-20_15-18-26.921,1784585906.921,1,32,B,A,12,FALSE,0,
2026-07-20_15-18-41.009,1784585921.009,1,33,C,A,14,FALSE,0,
2026-07-20_15-18-56.601,1784585936.601,1,34,B,C,15,FALSE,0,
2026-07-20_15-19-08.173,1784585948.173,1,35,A,B,11,FALSE,0,
2026-07-20_15-19-22.554,1784585962.554,1,36,A,C,14,FALSE,0,
2026-07-20_15-19-36.011,1784585976.011,1,37,B,C,13,FALSE,0,
2026-07-20_15-19-48.038,1784585988.038,1,38,A,B,12,FALSE,0,
2026-07-20_15-20-08.199,1784586008.199,1,39,C,A,20,FALSE,0,
2026-07-20_15-20-20.219,1784586020.219,1,40,C,B,12,FALSE,0,
2026-07-20_15-20-32.186,1784586032.186,1,41,A,B,11,FALSE,0,
2026-07-20_15-20-46.827,1784586046.827,1,42,C,A,14,FALSE,0,
2026-07-20_15-21-02.340,1784586062.340,1,43,B,C,15,FALSE,0,
2026-07-20_15-21-14.998,1784586074.998,1,44,B,A,12,FALSE,0,
2026-07-20_15-21-28.137,1784586088.137,1,45,C,A,13,FALSE,0,
2026-07-20_15-21-40.443,1784586100.443,1,46,C,B,12,FALSE,0,
2026-07-20_15-21-56.216,1784586116.216,1,47,A,B,15,FALSE,0,
2026-07-20_15-22-13.164,1784586133.164,1,48,A,C,16,FALSE,0,
2026-07-20_15-22-25.527,1784586145.527,1,49,B,C,12,FALSE,0,
2026-07-20_15-22-38.136,1784586158.136,1,50,A,B,12,FALSE,0,
2026-07-20_15-22-51.314,1784586171.314,1,51,C,A,13,FALSE,0,
2026-07-20_15-23-03.720,1784586183.720,1,52,C,B,12,FALSE,0,
2026-07-20_15-23-15.495,1784586195.495,1,53,A,B,11,FALSE,0,
2026-07-20_15-23-28.702,1784586208.702,1,54,A,C,13,FALSE,0,
2026-07-20_15-23-42.285,1784586222.285,1,55,B,C,13,FALSE,0,
2026-07-20_15-23-53.703,1784586233.703,1,56,B,A,11,FALSE,0,
2026-07-20_15-24-07.335,1784586247.335,1,57,C,A,13,FALSE,0,
2026-07-20_15-24-21.701,1784586261.701,1,58,B,C,14,FALSE,0,
2026-07-20_15-24-33.872,1784586273.872,1,59,A,B,12,FALSE,0,
2026-07-20_15-24-48.004,1784586288.004,1,60,A,C,14,FALSE,0,
2026-07-20_15-24-59.718,1784586299.718,1,61,B,C,11,FALSE,0,
2026-07-20_15-25-11.514,1784586311.514,1,62,B,A,11,FALSE,0,
2026-07-20_15-25-24.691,1784586324.691,1,63,C,B,13,FALSE,0,
2026-07-20_15-25-37.694,1784586337.694,1,64,C,A,13,FALSE,0,
2026-07-20_15-25-49.686,1784586349.686,1,65,B,A,11,FALSE,0,
2026-07-20_15-26-17.728,1784586377.728,1,66,A,C,28,FALSE,0,
2026-07-20_15-26-33.964,1784586393.964,1,67,A,B,16,FALSE,0,
2026-07-20_15-26-47.303,1784586407.303,1,68,C,B,13,FALSE,0,
2026-07-20_15-27-00.173,1784586420.173,1,69,C,A,12,FALSE,0,
2026-07-20_15-27-11.939,1784586431.939,1,70,B,C,11,FALSE,0,
2026-07-20_15-27-24.151,1784586444.151,1,71,B,A,12,FALSE,0,
2026-07-20_15-27-37.228,1784586457.228,1,72,C,A,13,FALSE,0,
2026-07-20_15-27-50.342,1784586470.342,1,73,B,C,13,FALSE,0,
2026-07-20_15-28-02.098,1784586482.098,1,74,A,C,11,FALSE,0,
2026-07-20_15-28-12.651,1784586492.651,1,75,A,B,10,FALSE,0,
2026-07-20_15-28-25.732,1784586505.732,1,76,C,B,13,FALSE,0,
2026-07-20_15-28-39.208,1784586519.208,1,77,A,C,13,FALSE,0,
2026-07-20_15-28-52.363,1784586532.363,1,78,B,C,13,FALSE,0,
2026-07-20_15-29-20.907,1784586560.907,1,79,C,B,28,FALSE,1,2026-07-20_15-29-01.355 - Invalid move from B to C
2026-07-20_15-29-51.153,1784586591.153,1,80,B,C,30,FALSE,0,
2026-07-20_15-30-06.852,1784586606.852,1,81,B,A,15,FALSE,0,
2026-07-20_15-30-19.494,1784586619.494,1,82,C,A,12,FALSE,0,
2026-07-20_15-30-30.802,1784586630.802,1,83,C,B,11,FALSE,0,
2026-07-20_15-31-05.228,1784586665.228,1,84,A,C,34,FALSE,0,
2026-07-20_15-31-17.497,1784586677.497,1,85,A,B,12,FALSE,0,
2026-07-20_15-31-29.036,1784586689.036,1,86,C,B,11,FALSE,0,
