id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,1117730.667014,84.72449984401464,2,5,0.4620987041118487,0.3726361861252964,1.4928375302167443,1.0,3d gaze,-34.83479529389209,46.02679529689453,676.2847540235206,1117730.667014 1117730.6710485 1117730.675083 1117730.6791174999 1117730.683152 1117730.6871865 1117730.691221 1117730.6952554998 1117730.69929 1117730.7033245 1117730.707359 1117730.7113935 1117730.7154279999 1117730.7194625 1117730.723497 1117730.7275315002 1117730.731566 1117730.7356005 1117730.739635 1117730.7436695 1117730.747704 1117730.7517384999
1,1117730.755773,217.86400000564754,5,11,0.4612686491590058,0.3723555261218923,1.4094788111279566,0.9980290217833085,3d gaze,-27.812136146262297,36.01475544253746,521.7388422163219,1117730.755773 1117730.7598075 1117730.763842 1117730.7678764998 1117730.771911 1117730.7759455 1117730.77998 1117730.7840145 1117730.7880489998 1117730.7920835 1117730.796118 1117730.8001525002 1117730.804187 1117730.8082215 1117730.812256 1117730.816291 1117730.8203254999 1117730.82436 1117730.8283945 1117730.832429 1117730.8364634998 1117730.840498 1117730.8445330001 1117730.8485675 1117730.8526019999 1117730.8566365 1117730.860671 1117730.8647055002 1117730.86874 1117730.8727745 1117730.876809 1117730.8808435001 1117730.884878 1117730.8889124999 1117730.892947 1117730.8969815 1117730.901016 1117730.9050504998 1117730.909085 1117730.9131195 1117730.9171540001 1117730.9211885 1117730.9252229999 1117730.9292575 1117730.933292 1117730.9373265002 1117730.941361 1117730.9453955 1117730.94943 1117730.9534645001 1117730.957499 1117730.9615334999 1117730.965568 1117730.9696025 1117730.973637
2,1117730.9776714998,112.96700034290552,11,15,0.4602724379591399,0.3644961684783307,1.2124948450851547,0.9994126065024014,3d gaze,-40.5236169638224,55.4585577902341,728.2078645422346,1117730.9776714998 1117730.981706 1117730.9857405 1117730.9897750001 1117730.9938095 1117730.9978439999 1117731.001879 1117731.0059135 1117731.009948 1117731.0139825 1117731.018017 1117731.022052 1117731.0260865 1117731.030121 1117731.0341555001 1117731.03819 1117731.0422244999 1117731.046259 1117731.0502935 1117731.054328 1117731.0583624998 1117731.062397 1117731.0664315 1117731.0704660001 1117731.0745005 1117731.0785349999 1117731.0825695 1117731.086604 1117731.0906385002
3,1117731.102742,217.86400000564754,15,21,0.4405061280783705,0.361645268957182,1.4870116893230745,0.999956706979058,3d gaze,-54.74739928626367,49.41380742298119,627.9614139850333,1117731.102742 1117731.1067765001 1117731.110811 1117731.1148454999 1117731.11888 1117731.1229145 1117731.126949 1117731.1309834998 1117731.135018 1117731.1390525 1117731.1430870001 1117731.1471215 1117731.1511559999 1117731.1551905 1117731.159225 1117731.1632595002 1117731.167294 1117731.171329 1117731.1753635001 1117731.179398 1117731.1834324999 1117731.187467 1117731.1915015 1117731.195536 1117731.1995704998 1117731.203605 1117731.20764 1117731.2116744998 1117731.215709 1117731.2197435 1117731.223778 1117731.2278125002 1117731.231847 1117731.2358815 1117731.239916 1117731.2439505002 1117731.247985 1117731.2520195 1117731.256054 1117731.2600885 1117731.264123 1117731.2681574998 1117731.272192 1117731.2762265 1117731.280261 1117731.2842954998 1117731.28833 1117731.2923645 1117731.296399 1117731.3004335002 1117731.304468 1117731.3085025 1117731.312537 1117731.3165715002 1117731.320606
4,1117731.3246405,217.8645001258701,22,28,0.44496893900272316,0.3635160990607271,1.3038478817459427,0.999280901930549,3d gaze,-46.002241940279994,44.096518500927374,573.0506741362217,1117731.3246405 1117731.328675 1117731.3327095 1117731.336744 1117731.3407784998 1117731.344813 1117731.3488475 1117731.352882 1117731.3569164998 1117731.360951 1117731.3649860001 1117731.3690205 1117731.3730549999 1117731.3770895 1117731.381124 1117731.385159 1117731.3891935 1117731.393228 1117731.3972625001 1117731.401297 1117731.4053314999 1117731.409366 1117731.4134005 1117731.417435 1117731.4214694998 1117731.425504 1117731.4295385 1117731.4335730001 1117731.4376075 1117731.4416419999 1117731.4456765 1117731.449711 1117731.4537455002 1117731.45778 1117731.4618145 1117731.465849 1117731.4698835001 1117731.473918 1117731.4779524999 1117731.481987 1117731.4860215 1117731.490056 1117731.4940904998 1117731.498125 1117731.5021595 1117731.5061940001 1117731.5102285 1117731.5142629999 1117731.5182975 1117731.522332 1117731.5263665002 1117731.530401 1117731.5344355 1117731.53847 1117731.542505
5,1117731.611092,80.68999997340143,30,33,0.3631599972054173,0.5340749830310635,1.4616000136318568,1.0,3d gaze,-126.3298072037658,-46.70694035203052,582.9432199830827,1117731.611092 1117731.6151265 1117731.619161 1117731.6231955 1117731.62723 1117731.6312644999 1117731.635299 1117731.6393335 1117731.643368 1117731.6474024998 1117731.651437 1117731.6554715 1117731.659506 1117731.6635405 1117731.6675749999 1117731.6716095 1117731.675644 1117731.6796785002 1117731.683713 1117731.6877475 1117731.691782
6,1117731.7280930001,112.96649975702167,34,37,0.35395480073047947,0.5424936390490238,1.303320980964546,1.0,3d gaze,-122.96595876852558,-46.54548833492188,528.2991678877214,1117731.7280930001 1117731.7321275 1117731.7361619999 1117731.7401965 1117731.744231 1117731.7482655002 1117731.7523 1117731.756335 1117731.7603695001 1117731.764404 1117731.7684385 1117731.772473 1117731.7765075 1117731.780542 1117731.7845764998 1117731.788611 1117731.7926455 1117731.7966800001 1117731.8007145 1117731.804749 1117731.8087835 1117731.812818 1117731.8168525002 1117731.820887 1117731.8249215 1117731.828956 1117731.8329905001 1117731.837025 1117731.8410595
7,1117733.146407,145.2430000063032,76,80,0.26178300488034834,0.7251102941379051,1.424623227897992,0.7140378291886219,3d gaze,-158.75496533862244,-106.37253672343047,380.94124339775493,1117733.146407 1117733.283581 1117733.29165
8,1117733.464775,80.69099998101592,85,88,0.30693194000743185,0.5513133980084365,0.9603297032506346,0.7133485873540243,3d gaze,-146.13169276284594,-45.2695448295745,460.41634975447283,1117733.464775 1117733.472844 1117733.545466
9,1117736.6381065,88.75949983485043,180,183,0.4413300498917791,0.4113797629718972,1.4705586031372562,0.8952609987362571,3d gaze,-50.02803710647569,19.521238675086956,580.621986430825,1117736.6381065 1117736.642141 1117736.6461755 1117736.65021 1117736.6542445 1117736.658279 1117736.6623135 1117736.666348 1117736.6703825002 1117736.674417 1117736.6784515 1117736.682486 1117736.6865205 1117736.690555 1117736.6945894998 1117736.698624 1117736.7026585 1117736.706693 1117736.7107275 1117736.714762 1117736.7187965 1117736.722831 1117736.7268659999
