Timestamp,Local time,Pleasure,Arousal,Dominance
1784155968.1973,15:52:48.197,0.98,0.18,0.00
1784155968.6974,15:52:48.697,0.97,0.23,-0.03
1784155969.1974,15:52:49.197,0.96,0.28,-0.03
1784155969.6972,15:52:49.697,0.95,0.32,-0.05
1784155970.1974,15:52:50.197,0.93,0.37,-0.08
1784155970.6974,15:52:50.697,0.90,0.41,-0.11
1784155971.1972,15:52:51.197,0.89,0.45,-0.13
1784155971.6973,15:52:51.697,0.87,0.47,-0.15
1784155972.1967,15:52:52.196,0.86,0.49,-0.18
1784155972.6966,15:52:52.696,0.82,0.52,-0.21
1784155973.1964,15:52:53.196,0.82,0.54,-0.16
1784155973.6961,15:52:53.696,0.82,0.55,-0.17
1784155974.1961,15:52:54.196,0.82,0.55,-0.16
1784155974.6954,15:52:54.695,0.84,0.52,-0.14
1784155975.1958,15:52:55.195,0.84,0.52,-0.15
1784155975.6954,15:52:55.695,0.84,0.51,-0.17
1784155976.1951,15:52:56.195,0.84,0.51,-0.18
1784155976.6949,15:52:56.694,0.83,0.51,-0.21
1784155977.1952,15:52:57.195,0.83,0.51,-0.22
1784155977.6946,15:52:57.694,0.81,0.53,-0.26
1784155978.1949,15:52:58.194,0.79,0.55,-0.28
1784155978.6949,15:52:58.694,0.78,0.54,-0.30
1784155979.1948,15:52:59.194,0.79,0.51,-0.35
1784155979.6945,15:52:59.694,0.78,0.50,-0.36
1784155980.1942,15:53:00.194,0.80,0.49,-0.35
1784155980.6934,15:53:00.693,0.84,0.46,-0.29
1784155981.1933,15:53:01.193,0.88,0.44,-0.18
1784155981.693,15:53:01.693,0.89,0.44,-0.11
1784155982.1925,15:53:02.192,0.89,0.46,-0.08
1784155982.6923,15:53:02.692,0.88,0.47,-0.10
1784155983.1926,15:53:03.192,0.86,0.49,-0.14
1784155983.692,15:53:03.692,0.85,0.50,-0.15
1784155984.1919,15:53:04.191,0.84,0.51,-0.17
1784155984.6921,15:53:04.692,0.84,0.52,-0.15
1784155985.1915,15:53:05.191,0.85,0.51,-0.08
1784155985.6914,15:53:05.691,0.86,0.50,-0.08
1784155986.1912,15:53:06.191,0.87,0.48,-0.10
1784155986.6913,15:53:06.691,0.88,0.47,-0.09
1784155987.1909,15:53:07.190,0.89,0.45,-0.06
1784155987.6908,15:53:07.690,0.89,0.46,-0.05
1784155988.1902,15:53:08.190,0.89,0.45,-0.06
1784155988.69,15:53:08.690,0.87,0.49,-0.10
1784155989.19,15:53:09.190,0.86,0.50,-0.10
