DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-13_11-40-29.999,1783968029.999,1,1,A,B,9,FALSE,1,2026-07-13_11-40-15.308 - Invalid move from B to A
2026-07-13_11-40-44.025,1783968044.025,1,2,A,C,14,FALSE,0,
2026-07-13_11-40-57.989,1783968057.989,1,3,B,C,13,FALSE,0,
2026-07-13_11-41-10.263,1783968070.263,1,4,A,B,12,FALSE,0,
2026-07-13_11-41-23.466,1783968083.466,1,5,C,A,13,FALSE,0,
2026-07-13_11-41-36.200,1783968096.200,1,6,C,B,12,FALSE,0,
2026-07-13_11-41-47.726,1783968107.726,1,7,A,B,11,FALSE,0,
2026-07-13_11-42-00.834,1783968120.834,1,8,A,C,13,FALSE,0,
2026-07-13_11-42-14.286,1783968134.286,1,9,B,A,13,FALSE,0,
2026-07-13_11-42-33.379,1783968153.379,1,10,B,C,19,FALSE,0,
2026-07-13_11-42-48.008,1783968168.008,1,11,A,C,14,FALSE,0,
2026-07-13_11-43-29.638,1783968209.638,1,12,B,A,41,FALSE,0,
2026-07-13_11-43-48.577,1783968228.577,1,13,C,A,18,FALSE,0,
2026-07-13_11-44-15.504,1783968255.504,1,14,A,C,26,FALSE,0,
2026-07-13_11-44-28.247,1783968268.247,1,15,A,B,12,FALSE,0,
2026-07-13_11-44-51.220,1783968291.220,1,16,C,B,22,TRUE,0,
2026-07-13_11-45-07.603,1783968307.603,1,17,C,A,16,FALSE,0,
2026-07-13_11-45-22.219,1783968322.219,1,18,B,A,14,TRUE,0,
2026-07-13_11-45-36.595,1783968336.595,1,19,B,C,14,FALSE,0,
2026-07-13_11-45-48.976,1783968348.976,1,20,A,B,12,TRUE,0,
2026-07-13_11-46-08.953,1783968368.953,1,21,A,C,19,FALSE,0,
2026-07-13_11-46-21.371,1783968381.371,1,22,B,C,12,FALSE,0,
2026-07-13_11-46-33.221,1783968393.221,1,23,A,B,11,FALSE,0,
2026-07-13_11-47-11.659,1783968431.659,1,24,C,A,38,FALSE,0,
2026-07-13_11-47-22.959,1783968442.959,1,25,C,B,11,FALSE,0,
2026-07-13_11-47-34.045,1783968454.045,1,26,A,B,11,FALSE,0,
2026-07-13_11-47-48.671,1783968468.671,1,27,C,A,14,FALSE,0,
2026-07-13_11-47-59.865,1783968479.865,1,28,B,C,11,FALSE,0,
2026-07-13_11-48-11.795,1783968491.795,1,29,B,A,11,FALSE,0,
2026-07-13_11-48-24.411,1783968504.411,1,30,C,A,12,FALSE,0,
2026-07-13_11-48-36.998,1783968516.998,1,31,C,B,12,FALSE,0,
2026-07-13_11-48-48.815,1783968528.815,1,32,A,C,11,FALSE,0,
2026-07-13_11-49-01.196,1783968541.196,1,33,A,B,12,FALSE,0,
2026-07-13_11-49-19.586,1783968559.586,1,34,C,B,18,FALSE,0,
2026-07-13_11-49-31.993,1783968571.993,1,35,A,C,12,FALSE,0,
2026-07-13_11-49-43.178,1783968583.178,1,36,B,A,11,FALSE,0,
2026-07-13_11-49-58.198,1783968598.198,1,37,A,C,15,FALSE,0,
2026-07-13_11-50-09.452,1783968609.452,1,38,B,A,11,FALSE,0,
2026-07-13_11-50-21.897,1783968621.897,1,39,C,A,12,FALSE,0,
2026-07-13_11-50-34.082,1783968634.082,1,40,C,B,12,FALSE,0,
2026-07-13_11-50-45.879,1783968645.879,1,41,A,C,11,FALSE,0,
2026-07-13_11-50-57.168,1783968657.168,1,42,A,B,11,FALSE,0,
2026-07-13_11-51-09.545,1783968669.545,1,43,C,B,12,FALSE,0,
2026-07-13_11-51-22.536,1783968682.536,1,44,A,C,12,FALSE,0,
2026-07-13_11-51-33.650,1783968693.650,1,45,B,A,11,FALSE,0,
2026-07-13_11-51-48.092,1783968708.092,1,46,B,C,14,FALSE,0,
2026-07-13_11-52-00.834,1783968720.834,1,47,A,C,12,FALSE,0,
2026-07-13_11-52-12.895,1783968732.895,1,48,B,A,12,FALSE,0,
2026-07-13_11-52-34.411,1783968754.411,1,49,C,B,21,FALSE,0,
2026-07-13_11-52-46.832,1783968766.832,1,50,C,A,12,FALSE,0,
2026-07-13_11-52-58.391,1783968778.391,1,51,B,A,11,FALSE,0,
2026-07-13_11-53-09.985,1783968789.985,1,52,B,C,11,FALSE,0,
2026-07-13_11-53-24.961,1783968804.961,1,53,A,C,14,FALSE,0,
2026-07-13_11-53-40.037,1783968820.037,1,54,A,B,15,FALSE,0,
2026-07-13_11-53-52.643,1783968832.643,1,55,C,A,12,FALSE,0,
2026-07-13_11-54-09.513,1783968849.513,1,56,B,C,16,FALSE,0,
2026-07-13_11-54-23.536,1783968863.536,1,57,A,C,14,FALSE,0,
2026-07-13_11-54-50.136,1783968890.136,1,58,A,B,26,TRUE,0,
2026-07-13_11-55-10.652,1783968910.652,1,59,C,A,20,TRUE,0,
2026-07-13_11-55-23.041,1783968923.041,1,60,A,C,12,FALSE,0,
2026-07-13_11-55-39.093,1783968939.093,1,61,C,A,16,FALSE,0,
2026-07-13_11-55-50.587,1783968950.587,1,62,C,B,11,FALSE,0,
2026-07-13_11-56-02.292,1783968962.292,1,63,A,B,11,FALSE,0,
2026-07-13_11-56-14.772,1783968974.772,1,64,C,A,12,FALSE,0,
2026-07-13_11-56-30.999,1783968990.999,1,65,B,A,16,FALSE,0,
2026-07-13_11-56-42.196,1783969002.196,1,66,B,C,11,FALSE,0,
2026-07-13_11-56-54.668,1783969014.668,1,67,A,C,12,FALSE,0,
2026-07-13_11-57-06.408,1783969026.408,1,68,B,A,11,FALSE,0,
2026-07-13_11-57-17.854,1783969037.854,1,69,C,B,11,FALSE,0,
2026-07-13_11-57-30.164,1783969050.164,1,70,C,A,12,FALSE,0,
2026-07-13_11-57-41.550,1783969061.550,1,71,B,A,11,FALSE,0,
2026-07-13_11-57-53.673,1783969073.673,1,72,B,C,12,FALSE,0,
2026-07-13_11-58-05.861,1783969085.861,1,73,A,C,12,FALSE,0,
2026-07-13_11-58-17.933,1783969097.933,1,74,A,B,12,FALSE,0,
2026-07-13_11-58-30.454,1783969110.454,1,75,C,B,12,FALSE,0,
2026-07-13_11-58-43.375,1783969123.375,1,76,A,C,12,FALSE,0,
2026-07-13_11-59-13.479,1783969153.479,1,77,B,A,30,FALSE,0,
2026-07-13_11-59-25.805,1783969165.805,1,78,B,C,12,FALSE,0,
2026-07-13_11-59-50.205,1783969190.205,1,79,A,C,24,FALSE,0,
2026-07-13_12-00-21.025,1783969221.025,1,80,C,A,30,FALSE,0,
2026-07-13_12-00-31.634,1783969231.634,1,81,C,B,10,FALSE,0,
2026-07-13_12-00-55.863,1783969255.863,1,82,A,B,24,FALSE,0,
2026-07-13_12-01-15.307,1783969275.307,1,83,C,A,19,FALSE,1,2026-07-13_12-01-00.019 - Invalid move from C to B
2026-07-13_12-01-44.640,1783969304.640,1,84,B,A,29,FALSE,0,
2026-07-13_12-01-56.853,1783969316.853,1,85,B,C,12,FALSE,0,
2026-07-13_12-02-09.389,1783969329.389,1,86,A,C,12,FALSE,0,
2026-07-13_12-02-20.440,1783969340.440,1,87,A,B,11,FALSE,0,
2026-07-13_12-02-38.339,1783969358.339,1,88,C,A,17,FALSE,0,
2026-07-13_12-02-49.540,1783969369.540,1,89,C,B,11,FALSE,0,
2026-07-13_12-03-00.762,1783969380.762,1,90,A,B,11,FALSE,0,
2026-07-13_12-03-13.675,1783969393.675,1,91,A,C,12,FALSE,0,
2026-07-13_12-03-26.055,1783969406.055,1,92,B,C,12,FALSE,0,
2026-07-13_12-03-37.626,1783969417.626,1,93,B,A,11,FALSE,0,
2026-07-13_12-03-49.247,1783969429.247,1,94,C,A,11,FALSE,0,
2026-07-13_12-04-01.349,1783969441.349,1,95,B,C,12,FALSE,0,
2026-07-13_12-04-12.543,1783969452.543,1,96,A,B,11,FALSE,0,
2026-07-13_12-04-25.458,1783969465.458,1,97,A,C,12,FALSE,0,
2026-07-13_12-04-37.812,1783969477.812,1,98,B,C,12,FALSE,0,
2026-07-13_12-05-49.698,1783969549.698,2,1,A,C,9,FALSE,0,
2026-07-13_12-06-01.273,1783969561.273,2,2,A,B,11,FALSE,0,
2026-07-13_12-06-13.395,1783969573.395,2,3,C,B,12,FALSE,0,
2026-07-13_12-06-25.401,1783969585.401,2,4,A,C,12,FALSE,0,
2026-07-13_12-06-43.157,1783969603.157,2,5,B,C,17,FALSE,0,
2026-07-13_12-06-59.576,1783969619.576,2,6,C,A,16,FALSE,0,
2026-07-13_12-07-11.772,1783969631.772,2,7,B,C,12,FALSE,0,
2026-07-13_12-07-23.472,1783969643.472,2,8,A,C,11,FALSE,0,
2026-07-13_12-07-34.658,1783969654.658,2,9,A,B,11,FALSE,0,
2026-07-13_12-07-47.103,1783969667.103,2,10,C,A,12,FALSE,0,
2026-07-13_12-07-58.197,1783969678.197,2,11,C,B,11,FALSE,0,
2026-07-13_12-08-09.667,1783969689.667,2,12,A,B,11,FALSE,0,
2026-07-13_12-08-38.221,1783969718.221,2,13,B,C,28,FALSE,0,
2026-07-13_12-08-50.099,1783969730.099,2,14,B,A,11,FALSE,0,
2026-07-13_12-09-02.583,1783969742.583,2,15,C,A,12,FALSE,0,
2026-07-13_12-09-14.075,1783969754.075,2,16,C,B,11,FALSE,0,
2026-07-13_12-09-26.233,1783969766.233,2,17,A,C,12,FALSE,0,
2026-07-13_12-09-36.998,1783969776.998,2,18,A,B,10,FALSE,0,
2026-07-13_12-09-48.775,1783969788.775,2,19,C,B,11,FALSE,0,
2026-07-13_12-10-06.563,1783969806.563,2,20,A,C,17,FALSE,0,
2026-07-13_12-10-19.514,1783969819.514,2,21,B,C,12,FALSE,0,
2026-07-13_12-10-38.838,1783969838.838,2,22,B,A,19,FALSE,0,
2026-07-13_12-10-51.326,1783969851.326,2,23,C,A,12,FALSE,0,
2026-07-13_12-11-02.956,1783969862.956,2,24,B,C,11,FALSE,0,
2026-07-13_12-11-13.378,1783969873.378,2,25,A,B,10,FALSE,0,
2026-07-13_12-11-26.787,1783969886.787,2,26,A,C,13,FALSE,0,
2026-07-13_12-12-47.865,1783969967.865,2,27,C,A,81,FALSE,0,
2026-07-13_12-13-02.805,1783969982.805,2,28,B,A,14,FALSE,0,
2026-07-13_12-13-28.785,1783970008.785,2,29,A,C,25,FALSE,0,
2026-07-13_12-13-39.878,1783970019.878,2,30,A,B,11,FALSE,0,
2026-07-13_12-13-53.946,1783970033.946,2,31,C,B,14,FALSE,0,
2026-07-13_12-14-08.116,1783970048.116,2,32,C,A,14,FALSE,0,
2026-07-13_12-14-19.305,1783970059.305,2,33,B,C,11,FALSE,0,
2026-07-13_12-14-36.077,1783970076.077,2,34,C,B,16,FALSE,0,
2026-07-13_12-14-39.305,1783970079.305,2,35,A,C,3,FALSE,0,
2026-07-13_12-15-00.659,1783970100.659,2,36,B,A,21,FALSE,0,
2026-07-13_12-15-12.930,1783970112.930,2,37,B,C,12,FALSE,0,
2026-07-13_12-15-26.177,1783970126.177,2,38,A,C,13,FALSE,0,
2026-07-13_12-15-38.348,1783970138.348,2,39,B,A,12,FALSE,0,
2026-07-13_12-15-51.537,1783970151.537,2,40,C,A,13,FALSE,0,
2026-07-13_12-16-03.434,1783970163.434,2,41,C,B,11,FALSE,0,
2026-07-13_12-16-16.363,1783970176.363,2,42,A,C,12,FALSE,0,
2026-07-13_12-16-28.617,1783970188.617,2,43,B,A,12,FALSE,0,
2026-07-13_12-16-46.950,1783970206.950,2,44,C,A,18,FALSE,0,
2026-07-13_12-17-03.514,1783970223.514,2,45,C,B,16,FALSE,0,
2026-07-13_12-17-22.613,1783970242.613,2,46,A,C,19,FALSE,0,
2026-07-13_12-17-34.089,1783970254.089,2,47,A,B,11,FALSE,0,
2026-07-13_12-17-59.025,1783970279.025,2,48,C,B,24,FALSE,0,
2026-07-13_12-18-16.034,1783970296.034,2,49,A,C,17,FALSE,0,
2026-07-13_12-18-40.448,1783970320.448,2,50,C,A,24,TRUE,0,
2026-07-13_12-18-59.872,1783970339.872,2,51,B,C,19,FALSE,0,
2026-07-13_12-19-20.054,1783970360.054,2,52,C,A,20,FALSE,0,
2026-07-13_12-19-31.463,1783970371.463,2,53,B,C,11,FALSE,0,
2026-07-13_12-19-43.618,1783970383.618,2,54,A,C,12,FALSE,0,
2026-07-13_12-19-55.731,1783970395.731,2,55,B,A,12,FALSE,0,
2026-07-13_12-20-07.087,1783970407.087,2,56,C,B,11,FALSE,0,
2026-07-13_12-20-19.432,1783970419.432,2,57,C,A,12,FALSE,0,
2026-07-13_12-20-31.567,1783970431.567,2,58,B,A,12,FALSE,0,
2026-07-13_12-20-43.336,1783970443.336,2,59,C,B,11,FALSE,0,
2026-07-13_12-20-56.120,1783970456.120,2,60,A,C,12,FALSE,0,
2026-07-13_12-21-13.596,1783970473.596,2,61,C,B,17,FALSE,0,
2026-07-13_12-21-25.558,1783970485.558,2,62,A,C,11,FALSE,0,
2026-07-13_12-21-37.484,1783970497.484,2,63,B,A,11,FALSE,0,
2026-07-13_12-21-49.618,1783970509.618,2,64,C,B,12,FALSE,0,
2026-07-13_12-22-00.165,1783970520.165,2,65,A,B,10,FALSE,0,
2026-07-13_12-22-12.477,1783970532.477,2,66,A,C,12,FALSE,0,
2026-07-13_12-22-26.985,1783970546.985,2,67,B,C,14,FALSE,0,
2026-07-13_12-22-38.479,1783970558.479,2,68,B,A,11,FALSE,0,
