DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-22_12-10-20.089,1784747420.089,1,1,A,C,9,FALSE,0,
2026-07-22_12-10-33.212,1784747433.212,1,2,A,B,13,FALSE,0,
2026-07-22_12-10-57.678,1784747457.678,1,3,C,B,24,FALSE,0,
2026-07-22_12-11-10.614,1784747470.614,1,4,A,C,12,FALSE,0,
2026-07-22_12-11-23.959,1784747483.959,1,5,B,A,13,FALSE,0,
2026-07-22_12-11-36.903,1784747496.903,1,6,B,C,12,FALSE,0,
2026-07-22_12-12-12.703,1784747532.703,1,7,A,C,35,FALSE,0,
2026-07-22_12-12-24.298,1784747544.298,1,8,A,B,11,FALSE,0,
2026-07-22_12-13-03.333,1784747583.333,1,9,C,B,39,FALSE,0,
2026-07-22_12-13-24.879,1784747604.879,1,10,C,A,21,FALSE,0,
2026-07-22_12-13-51.743,1784747631.743,1,11,B,A,26,FALSE,0,
2026-07-22_12-14-04.735,1784747644.735,1,12,C,B,12,FALSE,0,
2026-07-22_12-14-21.181,1784747661.181,1,13,A,C,16,FALSE,0,
2026-07-22_12-14-33.055,1784747673.055,1,14,A,B,11,FALSE,0,
2026-07-22_12-14-46.322,1784747686.322,1,15,C,B,13,FALSE,0,
2026-07-22_12-14-59.696,1784747699.696,1,16,A,C,13,FALSE,0,
2026-07-22_12-15-39.022,1784747739.022,1,17,B,C,39,FALSE,0,
2026-07-22_12-15-55.871,1784747755.871,1,18,B,A,16,FALSE,0,
2026-07-22_12-16-20.002,1784747780.002,1,19,C,A,24,FALSE,0,
2026-07-22_12-16-55.069,1784747815.069,1,20,B,C,35,FALSE,0,
2026-07-22_12-17-17.672,1784747837.672,1,21,A,B,22,TRUE,0,
2026-07-22_12-17-41.264,1784747861.264,1,22,A,C,23,FALSE,0,
2026-07-22_12-18-06.382,1784747886.382,1,23,B,C,25,TRUE,0,
2026-07-22_12-18-25.360,1784747905.360,1,24,B,A,18,FALSE,0,
2026-07-22_12-18-42.748,1784747922.748,1,25,C,B,17,FALSE,0,
2026-07-22_12-19-18.383,1784747958.383,1,26,B,C,35,FALSE,0,
2026-07-22_12-20-09.004,1784748009.004,1,27,C,B,50,FALSE,0,
2026-07-22_12-20-54.293,1784748054.293,1,28,C,A,45,FALSE,0,
2026-07-22_12-21-12.651,1784748072.651,1,29,B,A,18,FALSE,0,
2026-07-22_12-21-37.246,1784748097.246,1,30,C,B,24,FALSE,0,
2026-07-22_12-22-13.402,1784748133.402,1,31,A,B,36,TRUE,0,
2026-07-22_12-22-34.594,1784748154.594,1,32,A,C,21,FALSE,0,
2026-07-22_12-22-53.312,1784748173.312,1,33,B,C,18,FALSE,0,
2026-07-22_12-23-28.828,1784748208.828,1,34,B,A,35,FALSE,0,
2026-07-22_12-23-46.677,1784748226.677,1,35,C,B,17,FALSE,0,
2026-07-22_12-24-11.907,1784748251.907,1,36,C,A,25,FALSE,0,
2026-07-22_12-24-29.374,1784748269.374,1,37,B,A,17,FALSE,0,
2026-07-22_12-24-41.786,1784748281.786,1,38,C,B,12,FALSE,0,
2026-07-22_12-24-55.765,1784748295.765,1,39,A,C,13,FALSE,0,
2026-07-22_12-25-09.312,1784748309.312,1,40,A,B,13,FALSE,0,
2026-07-22_12-25-21.589,1784748321.589,1,41,C,B,12,FALSE,0,
2026-07-22_12-26-04.595,1784748364.595,1,42,A,C,43,FALSE,0,
2026-07-22_12-26-19.552,1784748379.552,1,43,B,A,14,FALSE,0,
2026-07-22_12-26-32.951,1784748392.951,1,44,B,C,13,FALSE,0,
2026-07-22_12-26-48.140,1784748408.140,1,45,A,C,15,FALSE,0,
2026-07-22_12-27-01.294,1784748421.294,1,46,A,B,13,FALSE,0,
2026-07-22_12-27-16.236,1784748436.236,1,47,C,B,14,FALSE,0,
2026-07-22_12-27-31.683,1784748451.683,1,48,C,A,15,FALSE,0,
2026-07-22_12-27-42.952,1784748462.952,1,49,B,A,11,FALSE,0,
2026-07-22_12-27-55.384,1784748475.384,1,50,C,B,12,FALSE,0,
2026-07-22_12-28-09.663,1784748489.663,1,51,A,C,14,FALSE,0,
2026-07-22_12-28-21.585,1784748501.585,1,52,A,B,11,FALSE,0,
2026-07-22_12-28-33.947,1784748513.947,1,53,C,B,12,FALSE,0,
2026-07-22_12-28-46.777,1784748526.777,1,54,A,C,12,FALSE,0,
2026-07-22_12-28-58.120,1784748538.120,1,55,B,C,11,FALSE,0,
2026-07-22_12-29-08.793,1784748548.793,1,56,B,A,10,FALSE,0,
2026-07-22_12-29-22.565,1784748562.565,1,57,C,A,13,FALSE,0,
2026-07-22_12-29-34.817,1784748574.817,1,58,B,C,12,FALSE,0,
2026-07-22_12-29-48.275,1784748588.275,1,59,A,B,13,FALSE,0,
