DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-17_12-12-22.530,1784315542.530,1,1,A,B,8,FALSE,0,
2026-07-17_12-12-35.890,1784315555.890,1,2,A,C,13,FALSE,0,
2026-07-17_12-12-48.755,1784315568.755,1,3,B,C,12,FALSE,0,
2026-07-17_12-12-59.653,1784315579.653,1,4,A,B,10,FALSE,0,
2026-07-17_12-13-13.115,1784315593.115,1,5,C,A,13,FALSE,0,
2026-07-17_12-13-25.407,1784315605.407,1,6,C,B,12,FALSE,0,
2026-07-17_12-13-36.495,1784315616.495,1,7,A,B,11,FALSE,0,
2026-07-17_12-13-48.345,1784315628.345,1,8,A,C,11,FALSE,0,
2026-07-17_12-14-00.656,1784315640.656,1,9,B,A,12,FALSE,0,
2026-07-17_12-14-12.556,1784315652.556,1,10,A,C,11,FALSE,0,
2026-07-17_12-14-25.022,1784315665.022,1,11,B,A,12,FALSE,0,
2026-07-17_12-14-37.439,1784315677.439,1,12,C,A,12,FALSE,0,
2026-07-17_12-14-49.589,1784315689.589,1,13,B,C,12,FALSE,0,
2026-07-17_12-15-00.171,1784315700.171,1,14,A,B,10,FALSE,0,
2026-07-17_12-15-12.479,1784315712.479,1,15,A,C,12,FALSE,0,
2026-07-17_12-15-24.555,1784315724.555,1,16,B,C,12,FALSE,0,
2026-07-17_12-15-35.600,1784315735.600,1,17,A,B,11,FALSE,0,
2026-07-17_12-15-57.096,1784315757.096,1,18,C,B,21,FALSE,0,
2026-07-17_12-16-09.361,1784315769.361,1,19,C,A,12,FALSE,0,
2026-07-17_12-16-21.129,1784315781.129,1,20,B,A,11,FALSE,0,
2026-07-17_12-16-32.632,1784315792.632,1,21,C,B,11,FALSE,0,
2026-07-17_12-16-45.981,1784315805.981,1,22,B,C,13,FALSE,0,
2026-07-17_12-16-58.274,1784315818.274,1,23,A,C,12,FALSE,0,
2026-07-17_12-17-09.272,1784315829.272,1,24,C,B,10,FALSE,0,
2026-07-17_12-17-22.217,1784315842.217,1,25,A,C,12,FALSE,0,
2026-07-17_12-17-33.798,1784315853.798,1,26,B,A,11,FALSE,0,
2026-07-17_12-17-44.742,1784315864.742,1,27,C,B,10,FALSE,0,
2026-07-17_12-17-56.440,1784315876.440,1,28,A,B,11,FALSE,0,
2026-07-17_12-18-09.012,1784315889.012,1,29,C,A,12,FALSE,0,
2026-07-17_12-18-20.510,1784315900.510,1,30,B,C,11,FALSE,0,
2026-07-17_12-18-32.108,1784315912.108,1,31,B,A,11,FALSE,0,
2026-07-17_12-18-44.408,1784315924.408,1,32,C,A,12,FALSE,0,
2026-07-17_12-18-57.268,1784315937.268,1,33,C,B,12,FALSE,0,
2026-07-17_12-19-08.710,1784315948.710,1,34,A,C,11,FALSE,0,
2026-07-17_12-19-21.438,1784315961.438,1,35,C,B,12,FALSE,0,
2026-07-17_12-19-36.582,1784315976.582,1,36,B,C,15,FALSE,0,
2026-07-17_12-19-46.977,1784315986.977,1,37,A,B,10,FALSE,0,
2026-07-17_12-19-59.056,1784315999.056,1,38,C,B,12,FALSE,0,
2026-07-17_12-20-16.336,1784316016.336,1,39,B,A,17,FALSE,0,
2026-07-17_12-20-27.885,1784316027.885,1,40,B,C,11,FALSE,0,
2026-07-17_12-20-39.995,1784316039.995,1,41,A,C,12,FALSE,0,
2026-07-17_12-20-51.325,1784316051.325,1,42,A,B,11,FALSE,0,
2026-07-17_12-21-04.649,1784316064.649,1,43,C,A,13,FALSE,0,
2026-07-17_12-21-16.126,1784316076.126,1,44,C,B,11,FALSE,0,
2026-07-17_12-21-27.124,1784316087.124,1,45,A,B,10,FALSE,0,
2026-07-17_12-21-40.083,1784316100.083,1,46,A,C,12,FALSE,0,
2026-07-17_12-22-13.653,1784316133.653,1,47,B,C,33,FALSE,0,
2026-07-17_12-22-24.602,1784316144.602,1,48,B,A,10,FALSE,0,
2026-07-17_12-22-37.247,1784316157.247,1,49,C,A,12,FALSE,0,
2026-07-17_12-22-48.135,1784316168.135,1,50,B,C,10,FALSE,0,
2026-07-17_12-22-59.349,1784316179.349,1,51,A,B,11,FALSE,0,
2026-07-17_12-23-12.213,1784316192.213,1,52,A,C,12,FALSE,0,
2026-07-17_12-23-23.716,1784316203.716,1,53,B,C,11,FALSE,0,
2026-07-17_12-23-35.207,1784316215.207,1,54,B,A,11,FALSE,0,
2026-07-17_12-23-49.220,1784316229.220,1,55,C,A,14,FALSE,0,
2026-07-17_12-24-00.185,1784316240.185,1,56,C,B,10,FALSE,0,
2026-07-17_12-24-11.180,1784316251.180,1,57,A,B,10,FALSE,0,
2026-07-17_12-24-23.300,1784316263.300,1,58,C,A,12,FALSE,0,
2026-07-17_12-24-34.355,1784316274.355,1,59,B,C,11,FALSE,0,
2026-07-17_12-24-45.781,1784316285.781,1,60,B,A,11,FALSE,0,
2026-07-17_12-24-57.938,1784316297.938,1,61,C,A,12,FALSE,0,
2026-07-17_12-25-10.376,1784316310.376,1,62,B,C,12,FALSE,0,
2026-07-17_12-25-27.475,1784316327.475,1,63,A,C,17,FALSE,0,
2026-07-17_12-25-48.494,1784316348.494,1,64,C,B,21,FALSE,0,
2026-07-17_12-26-09.888,1784316369.888,1,65,A,C,21,FALSE,0,
2026-07-17_12-26-21.808,1784316381.808,1,66,B,C,11,FALSE,0,
2026-07-17_12-26-33.302,1784316393.302,1,67,A,B,11,FALSE,0,
2026-07-17_12-26-45.064,1784316405.064,1,68,C,A,11,FALSE,0,
