Timestamp,Local time,Battery Level,Battery Percent,Wireless Signal,Overall Quality,Quality Sensor 0,Quality Sensor 1,Quality Sensor 2,Quality Sensor 3,Quality Sensor 4
"1784315531.6035","12:12:11.603","4","87","1.0","100","4","4","4","4","4"
"1784315532.1031","12:12:12.103","4","87","1.0","100","4","4","4","4","4"
"1784315532.6027","12:12:12.602","4","87","1.0","50","2","4","2","4","2"
"1784315533.1035","12:12:13.103","4","87","1.0","50","2","2","2","2","2"
"1784315533.6031","12:12:13.603","4","87","1.0","25","2","1","1","1","2"
"1784315534.1024","12:12:14.102","4","87","1.0","33","2","1","1","2","4"
"1784315534.6024","12:12:14.602","4","87","1.0","50","4","2","2","2","4"
"1784315535.1017","12:12:15.101","4","87","1.0","100","4","4","4","4","4"
"1784315535.6011","12:12:15.601","4","87","1.0","100","4","4","4","4","4"
"1784315536.1009","12:12:16.100","4","87","1.0","100","4","4","4","4","4"
"1784315536.6006","12:12:16.600","4","87","1.0","100","4","4","4","4","4"
"1784315537.0998","12:12:17.099","4","87","1.0","83","4","4","2","4","4"
"1784315537.6","12:12:17.600","4","87","1.0","83","2","4","4","4","4"
"1784315538.1","12:12:18.100","4","87","1.0","100","4","4","4","4","4"
"1784315538.5998","12:12:18.599","4","87","1.0","100","4","4","4","4","4"
"1784315539.1003","12:12:19.100","4","87","1.0","100","4","4","4","4","4"
"1784315539.5999","12:12:19.599","4","87","1.0","100","4","4","4","4","4"
"1784315540.0999","12:12:20.099","4","87","1.0","83","2","4","4","4","4"
"1784315540.6001","12:12:20.600","4","87","1.0","42","2","1","2","2","2"
"1784315541.1006","12:12:21.100","4","87","1.0","42","2","1","2","2","2"
"1784315541.6001","12:12:21.600","4","87","1.0","25","2","0","1","2","2"
"1784315542.1","12:12:22.100","4","87","1.0","33","2","1","1","2","2"
"1784315542.6002","12:12:22.600","4","87","1.0","42","2","1","2","2","2"
"1784315543.1","12:12:23.100","4","87","1.0","33","2","0","2","2","2"
"1784315543.5997","12:12:23.599","4","87","1.0","42","2","1","2","2","2"
"1784315544.0995","12:12:24.099","4","87","1.0","42","2","1","2","2","2"
"1784315544.5993","12:12:24.599","4","87","1.0","33","2","1","1","2","2"
"1784315545.0989","12:12:25.098","4","87","1.0","42","2","1","2","2","2"
"1784315545.5992","12:12:25.599","4","87","1.0","42","2","1","2","2","2"
"1784315546.0989","12:12:26.098","4","87","1.0","42","2","1","2","2","2"
"1784315546.5985","12:12:26.598","4","87","1.0","42","2","1","2","2","2"
"1784315547.0985","12:12:27.098","4","87","1.0","33","2","1","1","2","2"
"1784315547.5983","12:12:27.598","4","87","1.0","42","2","1","2","2","2"
"1784315548.098","12:12:28.098","4","87","1.0","42","2","1","2","2","2"
"1784315548.5982","12:12:28.598","4","87","1.0","42","2","1","2","2","2"
"1784315549.0979","12:12:29.097","4","87","1.0","33","2","1","1","2","2"
"1784315549.5973","12:12:29.597","4","87","1.0","33","2","1","1","2","2"
"1784315550.0976","12:12:30.097","4","87","1.0","42","2","1","2","2","2"
"1784315550.5969","12:12:30.596","4","87","1.0","42","2","1","2","2","2"
"1784315551.0965","12:12:31.096","4","87","1.0","42","2","1","2","2","2"
"1784315551.5965","12:12:31.596","4","87","1.0","33","2","1","1","2","2"
"1784315552.0961","12:12:32.096","4","87","1.0","42","2","1","2","2","2"
"1784315552.5959","12:12:32.595","4","87","1.0","42","2","1","2","2","2"
"1784315553.0961","12:12:33.096","4","87","1.0","42","2","1","2","2","2"
"1784315553.5959","12:12:33.595","4","87","1.0","42","2","1","2","2","2"
"1784315554.0955","12:12:34.095","4","87","1.0","42","2","1","2","2","4"
"1784315554.5955","12:12:34.595","4","87","1.0","42","2","1","2","2","4"
"1784315555.0954","12:12:35.095","4","87","1.0","42","2","1","2","2","2"
"1784315555.5954","12:12:35.595","4","87","1.0","42","2","1","2","2","2"
"1784315556.0954","12:12:36.095","4","87","1.0","42","2","1","2","2","2"
"1784315556.596","12:12:36.596","4","87","1.0","42","2","1","2","2","2"
"1784315557.0954","12:12:37.095","4","87","1.0","33","2","1","1","2","2"
"1784315557.5957","12:12:37.595","4","87","1.0","42","2","1","2","2","2"
"1784315558.0955","12:12:38.095","4","87","1.0","42","2","1","2","2","2"
"1784315558.5951","12:12:38.595","4","87","1.0","33","2","1","1","2","2"
"1784315559.0949","12:12:39.094","4","87","1.0","42","2","1","2","2","2"
"1784315559.595","12:12:39.595","4","87","1.0","42","2","1","2","2","2"
"1784315560.0944","12:12:40.094","4","87","1.0","42","2","1","2","2","4"
"1784315560.594","12:12:40.594","4","87","1.0","50","4","2","2","2","4"
"1784315561.0946","12:12:41.094","4","87","1.0","100","4","4","4","4","4"
"1784315561.5943","12:12:41.594","4","87","1.0","100","4","4","4","4","4"
"1784315562.094","12:12:42.094","4","87","1.0","100","4","4","4","4","4"
"1784315562.594","12:12:42.594","4","87","1.0","100","4","4","4","4","4"
"1784315563.0934","12:12:43.093","4","87","1.0","100","4","4","4","4","4"
"1784315563.5926","12:12:43.592","4","87","1.0","100","4","4","4","4","4"
"1784315564.0927","12:12:44.092","4","87","1.0","100","4","4","4","4","4"
"1784315564.5921","12:12:44.592","4","87","1.0","83","4","4","2","4","4"
"1784315565.0921","12:12:45.092","4","87","1.0","100","4","4","4","4","4"
"1784315565.5925","12:12:45.592","4","87","1.0","100","4","4","4","4","4"
"1784315566.0919","12:12:46.091","4","87","1.0","100","4","4","4","4","4"
"1784315566.5918","12:12:46.591","4","87","1.0","50","2","4","2","4","2"
"1784315567.0916","12:12:47.091","4","87","1.0","50","2","2","2","2","2"
"1784315567.5918","12:12:47.591","4","87","1.0","50","2","2","2","2","2"
"1784315568.0912","12:12:48.091","4","87","1.0","42","2","1","2","2","2"
"1784315568.5917","12:12:48.591","4","87","1.0","42","2","1","2","2","2"
