Timestamp,Local time,Battery Level,Battery Percent,Wireless Signal,Overall Quality,Quality Sensor 0,Quality Sensor 1,Quality Sensor 2,Quality Sensor 3,Quality Sensor 4
"1783968001.262","11:40:01.262","4","83","1.0","100","4","4","4","4","4"
"1783968001.761","11:40:01.761","4","83","1.0","100","4","4","4","4","4"
"1783968002.2604","11:40:02.260","4","83","1.0","100","4","4","4","4","4"
"1783968002.7607","11:40:02.760","4","83","1.0","83","4","4","4","4","2"
"1783968003.2603","11:40:03.260","4","83","1.0","100","4","4","4","4","4"
"1783968003.7601","11:40:03.760","4","83","1.0","100","4","4","4","4","4"
"1783968004.2605","11:40:04.260","4","83","1.0","100","4","4","4","4","4"
"1783968004.7605","11:40:04.760","4","83","1.0","83","2","4","4","4","4"
"1783968005.2603","11:40:05.260","4","83","1.0","50","2","2","2","2","2"
"1783968005.7605","11:40:05.760","4","83","1.0","67","4","2","2","4","4"
"1783968006.2604","11:40:06.260","4","83","1.0","50","4","2","2","4","2"
"1783968006.7594","11:40:06.759","4","83","1.0","100","4","4","4","4","4"
"1783968007.2598","11:40:07.259","4","83","1.0","100","4","4","4","4","4"
"1783968007.7596","11:40:07.759","4","83","1.0","100","4","4","4","4","4"
"1783968008.2592","11:40:08.259","4","83","1.0","100","4","4","4","4","4"
"1783968008.7592","11:40:08.759","4","83","1.0","100","4","4","4","4","4"
"1783968009.2597","11:40:09.259","4","83","1.0","100","4","4","4","4","4"
"1783968009.7589","11:40:09.758","4","83","1.0","100","4","4","4","4","4"
"1783968010.2585","11:40:10.258","4","83","1.0","100","4","4","4","4","4"
"1783968010.7587","11:40:10.758","4","83","1.0","100","4","4","4","4","4"
"1783968011.2578","11:40:11.257","4","83","1.0","100","4","4","4","4","4"
"1783968011.758","11:40:11.758","4","83","1.0","100","4","4","4","4","4"
"1783968012.2582","11:40:12.258","4","83","1.0","100","4","4","4","4","4"
"1783968012.7576","11:40:12.757","4","83","1.0","100","4","4","4","4","4"
