Timestamp,Local time,Active Focus,Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1784155968.1973,15:52:48.197,true,0.604614,true,0.176074,true,0.11256,true,0.309417,true,0.141003,true,0.194804
1784155968.6974,15:52:48.697,true,0.569488,true,0.191753,true,0.106932,true,0.296827,true,0.119005,true,0.194015
1784155969.1974,15:52:49.197,true,0.528387,true,0.235886,true,0.103165,true,0.282891,true,0.106202,true,0.194089
1784155969.6972,15:52:49.697,true,0.481345,true,0.268712,true,0.100436,true,0.271579,true,0.102712,true,0.197613
1784155970.1974,15:52:50.197,true,0.432042,true,0.272306,true,0.098586,true,0.266277,true,0.098618,true,0.202658
1784155970.6974,15:52:50.697,true,0.389102,true,0.280549,true,0.097332,true,0.2638,true,0.087758,true,0.202724
1784155971.1972,15:52:51.197,true,0.346636,true,0.282763,true,0.097144,true,0.263019,true,0.087871,true,0.193999
1784155971.6973,15:52:51.697,true,0.310408,true,0.282812,true,0.096375,true,0.271773,true,0.0969,true,0.194072
1784155972.1967,15:52:52.196,true,0.279702,true,0.282861,true,0.095883,true,0.290395,true,0.114882,true,0.211015
1784155972.6966,15:52:52.696,true,0.256157,true,0.302007,true,0.095541,true,0.309318,true,0.119274,true,0.246344
1784155973.1964,15:52:53.196,true,0.247836,true,0.403915,true,0.095323,true,0.315732,true,0.119363,true,0.246377
1784155973.6961,15:52:53.696,true,0.252641,true,0.403928,true,0.095298,true,0.305147,true,0.105906,true,0.238827
1784155974.1961,15:52:54.196,true,0.257025,true,0.382697,true,0.095369,true,0.28776,true,0.089334,true,0.213675
1784155974.6954,15:52:54.695,true,0.261019,true,0.378272,true,0.096081,true,0.278209,true,0.087796,true,0.184391
1784155975.1958,15:52:55.195,true,0.256081,true,0.366346,true,0.096822,true,0.278304,true,0.087909,true,0.177881
1784155975.6954,15:52:55.695,true,0.244839,true,0.328841,true,0.097356,true,0.281716,true,0.10358,true,0.175951
1784155976.1951,15:52:56.195,true,0.231656,true,0.311108,true,0.097426,true,0.283324,true,0.113165,true,0.168969
1784155976.6949,15:52:56.694,true,0.214964,true,0.274436,true,0.096784,true,0.282172,true,0.113364,true,0.163853
1784155977.1952,15:52:57.195,true,0.197594,true,0.261225,true,0.096359,true,0.281751,true,0.121229,true,0.163962
1784155977.6946,15:52:57.694,true,0.185923,true,0.222006,true,0.096429,true,0.282907,true,0.121316,true,0.179932
1784155978.1949,15:52:58.194,true,0.18048,true,0.218545,true,0.097403,true,0.281918,true,0.115092,true,0.186312
1784155978.6949,15:52:58.694,true,0.180684,true,0.191451,true,0.097473,true,0.278269,true,0.113153,true,0.186394
1784155979.1948,15:52:59.194,true,0.193159,true,0.127531,true,0.097134,true,0.276795,true,0.113246,true,0.186476
1784155979.6945,15:52:59.694,true,0.204927,true,0.102146,true,0.096993,true,0.280214,true,0.096776,true,0.169799
1784155980.1942,15:53:00.194,true,0.222215,true,0.102326,true,0.096778,true,0.291185,true,0.096881,true,0.163513
1784155980.6934,15:53:00.693,true,0.244772,true,0.146034,true,0.096848,true,0.3113,true,0.11666,true,0.163623
1784155981.1933,15:53:01.193,true,0.269495,true,0.244119,true,0.098167,true,0.332714,true,0.145116,true,0.188146
1784155981.693,15:53:01.693,true,0.286131,true,0.349471,true,0.098237,true,0.344348,true,0.163036,true,0.217674
1784155982.1925,15:53:02.192,true,0.291445,true,0.399071,true,0.098465,true,0.345364,true,0.16414,true,0.235114
1784155982.6923,15:53:02.692,true,0.287133,true,0.399086,true,0.099093,true,0.342062,true,0.163157,true,0.250029
1784155983.1926,15:53:03.192,true,0.261189,true,0.35321,true,0.100017,true,0.335744,true,0.164261,true,0.253962
1784155983.692,15:53:03.692,true,0.239223,true,0.344834,true,0.105301,true,0.331846,true,0.177935,true,0.274044
1784155984.1919,15:53:04.191,true,0.220616,true,0.344861,true,0.107486,true,0.33651,true,0.177987,true,0.27776
1784155984.6921,15:53:04.692,true,0.217533,true,0.416687,true,0.109759,true,0.345609,true,0.177301,true,0.277779
1784155985.1915,15:53:05.191,true,0.228107,true,0.529265,true,0.120653,true,0.352865,true,0.174583,true,0.255445
1784155985.6914,15:53:05.691,true,0.239462,true,0.529262,true,0.128239,true,0.364072,true,0.174637,true,0.254486
1784155986.1912,15:53:06.191,true,0.250003,true,0.451761,true,0.136611,true,0.383416,true,0.182048,true,0.248699
1784155986.6913,15:53:06.691,true,0.260815,true,0.451767,true,0.144793,true,0.403655,true,0.185897,true,0.248732
1784155987.1909,15:53:07.190,true,0.2708,true,0.496722,true,0.150119,true,0.405142,true,0.19668,true,0.256053
1784155987.6908,15:53:07.690,true,0.275249,true,0.496722,true,0.1521,true,0.384708,true,0.201886,true,0.278121
1784155988.1902,15:53:08.190,true,0.274937,true,0.468877,true,0.152803,true,0.364051,true,0.201927,true,0.27814
1784155988.69,15:53:08.690,true,0.272796,true,0.445967,true,0.153724,true,0.35042,true,0.169247,true,0.280496
1784155989.19,15:53:09.190,true,0.269047,true,0.445973,true,0.157958,true,0.336682,true,0.168429,true,0.279834
1784155989.6903,15:53:09.690,true,0.263202,true,0.461878,true,0.164598,true,0.320402,true,0.156373,true,0.279853
1784155990.1899,15:53:10.189,true,0.251713,true,0.461883,true,0.164638,true,0.312806,true,0.143057,true,0.230287
1784155990.6902,15:53:10.690,true,0.241692,true,0.35435,true,0.163923,true,0.318555,true,0.142387,true,0.193617
1784155991.1902,15:53:11.190,true,0.232939,true,0.290958,true,0.156431,true,0.326707,true,0.143203,true,0.193692
1784155991.6895,15:53:11.689,true,0.225282,true,0.260323,true,0.149505,true,0.326484,true,0.143319,true,0.189542
1784155992.1897,15:53:12.189,true,0.219748,true,0.250097,true,0.144216,true,0.316351,true,0.143391,true,0.18962
1784155992.6896,15:53:12.689,true,0.219966,true,0.214559,true,0.140983,true,0.305672,true,0.136701,true,0.189698
1784155993.189,15:53:13.189,true,0.222519,true,0.157466,true,0.138653,true,0.298246,true,0.120946,true,0.195053
1784155993.6894,15:53:13.689,true,0.22796,true,0.131958,true,0.134141,true,0.295083,true,0.10478,true,0.205189
1784155994.1896,15:53:14.189,true,0.234467,true,0.13211,true,0.128553,true,0.299825,true,0.10387,true,0.226366
1784155994.689,15:53:14.689,true,0.241768,true,0.155976,true,0.127547,true,0.307353,true,0.10397,true,0.228262
1784155995.1893,15:53:15.189,true,0.253795,true,0.226717,true,0.124816,true,0.314778,true,0.109826,true,0.228306
1784155995.6893,15:53:15.689,true,0.26836,true,0.312061,true,0.119118,true,0.319311,true,0.121735,true,0.228351
1784155996.1884,15:53:16.188,true,0.281905,true,0.339816,true,0.114248,true,0.318215,true,0.125276,true,0.23039
1784155996.6882,15:53:16.688,true,0.294441,true,0.356694,true,0.111454,true,0.309699,true,0.126374,true,0.230433
1784155997.1879,15:53:17.187,true,0.301844,true,0.361154,true,0.106657,true,0.300567,true,0.126458,true,0.223076
1784155997.6872,15:53:17.687,true,0.296979,true,0.361177,true,0.103431,true,0.300664,true,0.132293,true,0.219115
1784155998.1878,15:53:18.187,true,0.292654,true,0.351853,true,0.101247,true,0.302168,true,0.132373,true,0.210535
1784155998.6876,15:53:18.687,true,0.287502,true,0.344148,true,0.099764,true,0.295782,true,0.111472,true,0.201063
1784155999.1875,15:53:19.187,true,0.269821,true,0.31125,true,0.09876,true,0.280563,true,0.100514,true,0.184342
1784155999.6874,15:53:19.687,true,0.259472,true,0.308214,true,0.098084,true,0.263955,true,0.096244,true,0.181344
1784156000.1876,15:53:20.187,true,0.257064,true,0.303632,true,0.098154,true,0.253615,true,0.094099,true,0.180741
