Timestamp,Local time,Pleasure,Arousal,Dominance
1784585388.5838,15:09:48.583,0.97,0.17,0.15
1784585389.0832,15:09:49.083,0.97,0.18,0.15
1784585389.583,15:09:49.583,0.97,0.21,0.09
1784585390.0833,15:09:50.083,0.96,0.26,0.02
1784585390.5828,15:09:50.582,0.95,0.31,-0.05
1784585391.0822,15:09:51.082,0.98,0.10,0.16
1784585391.5826,15:09:51.582,0.97,0.08,0.23
1784585392.0818,15:09:52.081,0.97,0.19,0.16
1784585392.5816,15:09:52.581,0,0,0
1784585393.082,15:09:53.082,0,0,0
1784585393.5812,15:09:53.581,0.97,0.08,0.22
1784585394.0808,15:09:54.080,0.98,0.07,0.21
1784585394.5809,15:09:54.580,0.98,0.08,0.19
1784585395.0809,15:09:55.080,0.98,0.18,0.11
1784585395.5807,15:09:55.580,0.95,0.30,0.00
1784585396.0809,15:09:56.080,0.94,0.34,-0.05
1784585396.581,15:09:56.581,0.94,0.35,-0.04
1784585397.0806,15:09:57.080,0.97,0.09,0.20
1784585397.5807,15:09:57.580,0.95,0.29,0.11
1784585398.0805,15:09:58.080,0,0,0
1784585398.5801,15:09:58.580,0,0,0
1784585399.0803,15:09:59.080,0,0,0
1784585399.5803,15:09:59.580,0,0,0
1784585400.0799,15:10:00.079,0,0,0
1784585400.5795,15:10:00.579,0.97,0.22,0.14
1784585401.0793,15:10:01.079,0,0,0
1784585401.5785,15:10:01.578,0,0,0
1784585402.0781,15:10:02.078,0,0,0
1784585402.5782,15:10:02.578,0,0,0
1784585403.0781,15:10:03.078,0,0,0
1784585403.5777,15:10:03.577,0.97,0.16,0.17
1784585404.0778,15:10:04.077,0,0,0
1784585404.5778,15:10:04.577,0,0,0
1784585405.0778,15:10:05.077,0,0,0
1784585405.578,15:10:05.578,0.98,0.07,0.18
1784585406.0772,15:10:06.077,0.98,0.06,0.17
1784585406.577,15:10:06.577,0.98,-0.01,0.22
1784585407.0776,15:10:07.077,0.98,0.00,0.21
1784585407.5777,15:10:07.577,0.98,0.06,0.17
1784585408.0775,15:10:08.077,0.99,0.13,0.11
1784585408.5775,15:10:08.577,0.98,0.21,0.04
1784585409.0775,15:10:09.077,0.96,0.27,0.01
1784585409.5773,15:10:09.577,0,0,0
1784585410.0775,15:10:10.077,0,0,0
1784585410.5773,15:10:10.577,0,0,0
1784585411.0766,15:10:11.076,0,0,0
1784585411.5768,15:10:11.576,0.97,0.25,0.01
1784585412.0768,15:10:12.076,0.98,0.13,0.14
1784585412.5759,15:10:12.575,0.98,0.03,0.21
1784585413.0761,15:10:13.076,0.98,0.03,0.20
1784585413.5763,15:10:13.576,0.98,0.10,0.16
1784585414.0753,15:10:14.075,0.98,0.12,0.14
1784585414.5753,15:10:14.575,0.98,0.14,0.15
1784585415.075,15:10:15.075,0.95,-0.01,0.32
1784585415.5744,15:10:15.574,0.96,0.05,0.29
1784585416.0742,15:10:16.074,0.96,0.05,0.29
1784585416.5744,15:10:16.574,0.96,0.06,0.27
