Timestamp,Local time,Pleasure,Arousal,Dominance
1785343611.3239,09:46:51.323,0.96,0.23,0.12
1785343611.8232,09:46:51.823,0.97,0.21,0.12
1785343612.3239,09:46:52.323,0.97,0.23,0.13
1785343612.8239,09:46:52.823,0.96,0.25,0.12
1785343613.3232,09:46:53.323,0.96,0.25,0.12
1785343613.8234,09:46:53.823,0.96,0.25,0.12
1785343614.3235,09:46:54.323,0.95,0.27,0.14
1785343614.8225,09:46:54.822,0.95,0.27,0.14
1785343615.3227,09:46:55.322,0.95,0.28,0.14
1785343615.8228,09:46:55.822,0.95,0.27,0.13
1785343616.3216,09:46:56.321,0.96,0.25,0.12
1785343616.8221,09:46:56.822,0.97,0.22,0.13
1785343617.3219,09:46:57.321,0.97,0.22,0.12
1785343617.8211,09:46:57.821,0.97,0.22,0.13
1785343618.3216,09:46:58.321,0.97,0.23,0.12
1785343618.8217,09:46:58.821,0.96,0.27,0.10
1785343619.3207,09:46:59.320,0.95,0.28,0.10
1785343619.8214,09:46:59.821,0.96,0.27,0.11
1785343620.3212,09:47:00.321,0.96,0.26,0.10
1785343620.8202,09:47:00.820,0.96,0.26,0.09
1785343621.3207,09:47:01.320,0.96,0.26,0.09
1785343621.8203,09:47:01.820,0.96,0.24,0.12
1785343622.3195,09:47:02.319,0.96,0.23,0.14
1785343622.82,09:47:02.820,0.96,0.21,0.17
1785343623.3197,09:47:03.319,0.97,0.18,0.16
1785343623.8189,09:47:03.818,0.97,0.16,0.17
1785343624.3193,09:47:04.319,0.97,0.15,0.17
1785343624.819,09:47:04.819,0.97,0.15,0.17
1785343625.3184,09:47:05.318,0.97,0.15,0.18
1785343625.8191,09:47:05.819,0.97,0.17,0.17
1785343626.3187,09:47:06.318,0.97,0.16,0.17
1785343626.8182,09:47:06.818,0.97,0.16,0.18
1785343627.3184,09:47:07.318,0.97,0.17,0.17
1785343627.8179,09:47:07.817,0.97,0.15,0.17
1785343628.3175,09:47:08.317,0.98,0.14,0.16
1785343628.8181,09:47:08.818,0.98,0.13,0.15
1785343629.3173,09:47:09.317,0.98,0.14,0.14
1785343629.8167,09:47:09.816,0.98,0.14,0.15
1785343630.3174,09:47:10.317,0.98,0.12,0.18
1785343630.8168,09:47:10.816,0.98,0.10,0.20
1785343631.3171,09:47:11.317,0.97,0.07,0.21
1785343631.8177,09:47:11.817,0.97,0.06,0.23
1785343632.317,09:47:12.317,0.97,0.04,0.23
1785343632.8162,09:47:12.816,0.97,0.04,0.24
1785343633.3171,09:47:13.317,0.97,0.05,0.23
1785343633.8163,09:47:13.816,0.97,0.06,0.22
1785343634.3159,09:47:14.315,0.98,0.06,0.20
1785343634.8166,09:47:14.816,0.98,0.07,0.19
1785343635.3161,09:47:15.316,0.98,0.07,0.19
1785343635.8161,09:47:15.816,0.98,0.09,0.18
1785343636.3162,09:47:16.316,0.98,0.11,0.16
1785343636.8152,09:47:16.815,0.98,0.11,0.15
1785343637.3151,09:47:17.315,0.98,0.12,0.14
1785343637.8155,09:47:17.815,0.98,0.14,0.14
1785343638.3146,09:47:18.314,0.98,0.15,0.14
1785343638.8148,09:47:18.814,0.98,0.11,0.18
1785343639.3151,09:47:19.315,0.98,0.10,0.18
1785343639.8137,09:47:19.813,0.98,0.10,0.19
1785343640.3137,09:47:20.313,0.98,0.11,0.18
1785343640.814,09:47:20.814,0.97,0.14,0.18
1785343641.3128,09:47:21.312,0.97,0.16,0.17
1785343641.8128,09:47:21.812,0.97,0.18,0.16
1785343642.3131,09:47:22.313,0.98,0.18,0.12
1785343642.8123,09:47:22.812,0.98,0.18,0.11
1785343643.3128,09:47:23.312,0.98,0.19,0.11
1785343643.8128,09:47:23.812,0.98,0.18,0.12
1785343644.3119,09:47:24.311,0.98,0.18,0.12
1785343644.8125,09:47:24.812,0.97,0.19,0.13
1785343645.3128,09:47:25.312,0.97,0.19,0.14
1785343645.8122,09:47:25.812,0.97,0.19,0.14
1785343646.3126,09:47:26.312,0.97,0.19,0.12
1785343646.8124,09:47:26.812,0.98,0.17,0.10
1785343647.3118,09:47:27.311,0.98,0.16,0.10
1785343647.8125,09:47:27.812,0.98,0.16,0.13
1785343648.3123,09:47:28.312,0.97,0.18,0.16
1785343648.8117,09:47:28.811,0.97,0.20,0.15
1785343649.3121,09:47:29.312,0.97,0.21,0.14
1785343649.8122,09:47:29.812,0.97,0.22,0.12
1785343650.3114,09:47:30.311,0.96,0.25,0.09
1785343650.8119,09:47:30.811,0.96,0.27,0.07
1785343651.3115,09:47:31.311,0.96,0.28,0.04
1785343651.8106,09:47:31.810,0.96,0.28,-0.01
1785343652.3112,09:47:32.311,0.96,0.29,-0.03
1785343652.8109,09:47:32.810,0.96,0.27,-0.01
1785343653.3101,09:47:33.310,0.96,0.26,0.04
1785343653.8105,09:47:33.810,0.96,0.26,0.07
1785343654.3104,09:47:34.310,0.96,0.29,0.04
1785343654.8094,09:47:34.809,0.95,0.30,0.03
1785343655.3099,09:47:35.309,0.95,0.31,0.05
1785343655.8093,09:47:35.809,0.95,0.31,0.04
1785343656.3084,09:47:36.308,0.96,0.28,0.06
1785343656.8094,09:47:36.809,0.96,0.27,0.06
1785343657.3091,09:47:37.309,0.97,0.25,0.05
1785343657.8081,09:47:37.808,0.96,0.27,0.04
1785343658.309,09:47:38.309,0.96,0.26,0.04
1785343658.8082,09:47:38.808,0.97,0.24,0.05
1785343659.3074,09:47:39.307,0.97,0.24,0.09
1785343659.8083,09:47:39.808,0.97,0.21,0.13
1785343660.308,09:47:40.308,0.97,0.20,0.14
1785343660.8076,09:47:40.807,0.97,0.20,0.14
1785343661.3083,09:47:41.308,0.97,0.21,0.13
1785343661.8077,09:47:41.807,0.97,0.22,0.12
