DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-13_16-42-28.153,1783986148.153,1,1,A,C,9,FALSE,0,
2026-07-13_16-42-38.772,1783986158.772,1,2,A,B,10,FALSE,0,
2026-07-13_16-42-52.846,1783986172.846,1,3,C,B,14,FALSE,0,
2026-07-13_16-43-04.794,1783986184.794,1,4,A,C,11,FALSE,0,
2026-07-13_16-43-17.038,1783986197.038,1,5,B,A,12,FALSE,0,
2026-07-13_16-43-30.831,1783986210.831,1,6,B,C,13,FALSE,0,
2026-07-13_16-43-42.955,1783986222.955,1,7,A,C,12,FALSE,0,
2026-07-13_16-43-54.175,1783986234.175,1,8,A,B,11,FALSE,0,
2026-07-13_16-44-06.741,1783986246.741,1,9,C,B,12,FALSE,0,
2026-07-13_16-44-19.340,1783986259.340,1,10,C,A,12,FALSE,0,
2026-07-13_16-44-48.182,1783986288.182,1,11,B,A,28,FALSE,0,
2026-07-13_16-45-03.116,1783986303.116,1,12,C,B,14,FALSE,0,
2026-07-13_16-45-14.868,1783986314.868,1,13,A,C,11,FALSE,0,
2026-07-13_16-45-25.788,1783986325.788,1,14,A,B,10,FALSE,0,
2026-07-13_16-45-43.564,1783986343.564,1,15,C,B,17,FALSE,0,
2026-07-13_16-46-17.947,1783986377.947,1,16,B,A,34,FALSE,0,
2026-07-13_16-46-29.325,1783986389.325,1,17,B,C,11,FALSE,0,
2026-07-13_16-46-58.219,1783986418.219,1,18,C,B,28,FALSE,0,
2026-07-13_16-47-09.011,1783986429.011,1,19,A,B,10,FALSE,0,
2026-07-13_16-47-20.059,1783986440.059,1,20,B,A,11,TRUE,0,
2026-07-13_16-47-41.918,1783986461.918,1,21,B,C,21,FALSE,0,
2026-07-13_16-48-03.287,1783986483.287,1,22,A,C,21,FALSE,0,
2026-07-13_16-48-16.985,1783986496.985,1,23,B,A,13,FALSE,0,
2026-07-13_16-48-30.128,1783986510.128,1,24,C,A,13,FALSE,0,
2026-07-13_16-48-51.327,1783986531.327,1,25,C,B,21,FALSE,0,
2026-07-13_16-49-10.759,1783986550.759,1,26,A,C,19,FALSE,0,
2026-07-13_16-49-33.186,1783986573.186,1,27,B,A,22,TRUE,0,
2026-07-13_16-49-49.120,1783986589.120,1,28,C,A,15,FALSE,0,
2026-07-13_16-50-03.040,1783986603.040,1,29,B,C,13,FALSE,0,
2026-07-13_16-50-13.353,1783986613.353,1,30,A,B,10,FALSE,0,
2026-07-13_16-50-25.930,1783986625.930,1,31,A,C,12,FALSE,0,
2026-07-13_16-50-38.590,1783986638.590,1,32,B,C,12,FALSE,0,
2026-07-13_16-50-52.165,1783986652.165,1,33,A,B,13,FALSE,0,
2026-07-13_16-51-05.859,1783986665.859,1,34,C,A,13,FALSE,0,
2026-07-13_16-51-51.940,1783986711.940,1,35,A,B,46,FALSE,0,
2026-07-13_16-52-04.592,1783986724.592,1,36,C,A,12,FALSE,0,
2026-07-13_16-52-19.837,1783986739.837,1,37,B,A,15,FALSE,0,
