Timestamp,Local time,Pleasure,Arousal,Dominance
1783984326.4248,16:12:06.424,0.91,0.40,-0.10
1783984326.9243,16:12:06.924,0.91,0.41,-0.11
1783984327.4238,16:12:07.423,0.86,0.48,-0.19
1783984327.9234,16:12:07.923,0.82,0.52,-0.23
1783984328.4237,16:12:08.423,0.82,0.52,-0.23
1783984328.9231,16:12:08.923,0.84,0.50,-0.22
1783984329.423,16:12:09.423,0.85,0.49,-0.19
1783984329.9228,16:12:09.922,0.85,0.48,-0.19
1783984330.4221,16:12:10.422,0.85,0.48,-0.19
1783984330.9221,16:12:10.922,0.84,0.50,-0.20
1783984331.4223,16:12:11.422,0.82,0.53,-0.22
1783984331.9216,16:12:11.921,0.83,0.52,-0.21
1783984332.4217,16:12:12.421,0.86,0.48,-0.16
1783984332.9219,16:12:12.921,0.89,0.43,-0.13
1783984333.4214,16:12:13.421,0.89,0.43,-0.12
1783984333.921,16:12:13.921,0.91,0.39,-0.10
1783984334.4215,16:12:14.421,0.92,0.39,-0.10
1783984334.9213,16:12:14.921,0.92,0.38,-0.09
1783984335.4213,16:12:15.421,0.91,0.40,-0.10
1783984335.9213,16:12:15.921,0.88,0.45,-0.14
1783984336.4215,16:12:16.421,0.88,0.45,-0.13
1783984336.9212,16:12:16.921,0.90,0.43,-0.11
1783984337.4214,16:12:17.421,0.90,0.42,-0.11
1783984337.9209,16:12:17.920,0.90,0.42,-0.12
1783984338.4209,16:12:18.420,0.88,0.45,-0.14
1783984338.9214,16:12:18.921,0.88,0.46,-0.15
1783984339.4208,16:12:19.420,0.88,0.45,-0.16
1783984339.9201,16:12:19.920,0.90,0.41,-0.12
1783984340.4205,16:12:20.420,0.90,0.42,-0.11
1783984340.9198,16:12:20.919,0.89,0.43,-0.11
1783984341.4192,16:12:21.419,0.89,0.43,-0.13
1783984341.9195,16:12:21.919,0.90,0.42,-0.11
1783984342.4193,16:12:22.419,0.91,0.40,-0.10
1783984342.919,16:12:22.919,0.92,0.39,-0.10
1783984343.419,16:12:23.419,0.91,0.40,-0.11
1783984343.9189,16:12:23.918,0.89,0.44,-0.14
1783984344.4187,16:12:24.418,0.85,0.49,-0.19
1783984344.9185,16:12:24.918,0.86,0.49,-0.17
1783984345.418,16:12:25.418,0.86,0.48,-0.16
1783984345.9172,16:12:25.917,0.87,0.47,-0.14
1783984346.4169,16:12:26.416,0.86,0.49,-0.14
1783984346.917,16:12:26.917,0.87,0.48,-0.15
