Timestamp,Local time,Battery Level,Battery Percent,Wireless Signal,Overall Quality,Quality Sensor 0,Quality Sensor 1,Quality Sensor 2,Quality Sensor 3,Quality Sensor 4
"1783986139.3587","16:42:19.358","4","83","1.0","42","2","2","1","4","2"
"1783986139.8589","16:42:19.858","4","83","1.0","50","2","2","2","2","2"
"1783986140.3586","16:42:20.358","4","83","1.0","42","2","2","1","4","2"
"1783986140.8588","16:42:20.858","4","83","1.0","50","2","2","2","4","2"
"1783986141.3593","16:42:21.359","4","83","1.0","50","2","2","2","4","2"
"1783986141.8593","16:42:21.859","4","83","1.0","50","2","2","2","4","2"
"1783986142.3586","16:42:22.358","4","83","1.0","50","2","2","2","4","2"
"1783986142.8588","16:42:22.858","4","83","1.0","50","2","2","2","4","2"
"1783986143.3585","16:42:23.358","4","83","1.0","50","2","2","2","4","2"
"1783986143.8579","16:42:23.857","4","83","1.0","50","2","2","2","4","2"
"1783986144.3582","16:42:24.358","4","83","1.0","50","2","2","2","4","2"
"1783986144.8582","16:42:24.858","4","83","1.0","50","2","2","2","4","2"
"1783986145.3577","16:42:25.357","4","83","1.0","50","2","2","2","4","2"
"1783986145.8577","16:42:25.857","4","83","1.0","50","2","2","2","4","2"
"1783986146.3576","16:42:26.357","4","83","1.0","50","2","2","2","2","2"
"1783986146.857","16:42:26.857","4","83","1.0","50","2","2","2","2","2"
"1783986147.3572","16:42:27.357","4","83","1.0","50","2","2","2","2","2"
"1783986147.8571","16:42:27.857","4","83","1.0","42","1","2","2","2","2"
"1783986148.3567","16:42:28.356","4","83","1.0","42","2","2","1","2","2"
"1783986148.857","16:42:28.857","4","83","1.0","33","2","2","1","2","1"
"1783986149.3568","16:42:29.356","4","83","1.0","25","2","2","0","2","1"
"1783986149.8561","16:42:29.856","4","83","1.0","25","2","2","0","2","1"
"1783986150.3557","16:42:30.355","4","83","1.0","42","2","2","1","4","2"
"1783986150.8562","16:42:30.856","4","83","1.0","50","2","2","2","4","2"
"1783986151.3556","16:42:31.355","4","83","1.0","50","2","2","2","4","2"
"1783986151.8555","16:42:31.855","4","83","1.0","50","2","2","2","2","2"
"1783986152.3559","16:42:32.355","4","83","1.0","33","2","2","1","2","1"
"1783986152.8556","16:42:32.855","4","83","1.0","33","2","2","1","2","1"
"1783986153.3552","16:42:33.355","4","83","1.0","17","2","2","1","1","0"
"1783986153.8553","16:42:33.855","4","83","1.0","25","1","2","1","1","2"
"1783986154.3545","16:42:34.354","4","83","1.0","25","1","2","1","1","2"
