Timestamp,Local time,Battery Level,Battery Percent,Wireless Signal,Overall Quality,Quality Sensor 0,Quality Sensor 1,Quality Sensor 2,Quality Sensor 3,Quality Sensor 4
"1783962837.9385","10:13:57.938","4","88","1.0","0","0","1","0","0","0"
"1783962838.4376","10:13:58.437","4","88","1.0","0","0","1","0","0","0"
"1783962838.9378","10:13:58.937","4","88","1.0","0","0","1","0","0","0"
"1783962839.4378","10:13:59.437","4","88","1.0","0","0","2","0","0","0"
"1783962839.9371","10:13:59.937","4","88","1.0","0","0","1","0","0","0"
"1783962840.4371","10:14:00.437","4","88","1.0","0","0","1","0","0","0"
"1783962840.9372","10:14:00.937","4","88","1.0","0","0","1","0","0","0"
"1783962841.4365","10:14:01.436","4","88","1.0","0","0","2","0","0","0"
"1783962841.9371","10:14:01.937","4","88","1.0","0","0","1","0","0","0"
"1783962842.4372","10:14:02.437","4","88","1.0","0","0","1","0","0","0"
"1783962842.936","10:14:02.936","4","88","1.0","8","0","1","1","0","1"
"1783962843.4367","10:14:03.436","4","88","1.0","0","0","2","0","0","0"
"1783962843.9366","10:14:03.936","4","88","1.0","0","0","2","0","0","0"
"1783962844.4352","10:14:04.435","4","88","1.0","0","0","1","1","0","0"
"1783962844.9357","10:14:04.935","4","88","1.0","0","0","1","0","0","0"
"1783962845.4355","10:14:05.435","4","88","1.0","0","0","1","0","0","0"
"1783962845.935","10:14:05.935","4","88","1.0","0","0","1","0","0","0"
"1783962846.4355","10:14:06.435","4","88","1.0","0","0","1","0","0","0"
"1783962846.9353","10:14:06.935","4","88","1.0","0","0","2","0","0","0"
"1783962847.4342","10:14:07.434","4","88","1.0","0","0","1","0","0","0"
"1783962847.935","10:14:07.935","4","88","1.0","0","0","1","0","0","0"
"1783962848.4347","10:14:08.434","4","88","1.0","0","0","1","0","0","0"
"1783962848.934","10:14:08.934","4","88","1.0","0","0","1","0","0","0"
"1783962849.4345","10:14:09.434","4","88","1.0","0","0","1","0","0","0"
"1783962849.9344","10:14:09.934","4","88","1.0","0","0","2","0","0","0"
"1783962850.4336","10:14:10.433","4","88","1.0","0","0","2","0","0","0"
"1783962850.9345","10:14:10.934","4","88","1.0","0","0","1","0","0","0"
"1783962851.4341","10:14:11.434","4","88","1.0","0","0","1","0","1","0"
"1783962851.9334","10:14:11.933","4","88","1.0","0","0","1","0","0","0"
"1783962852.4337","10:14:12.433","4","88","1.0","0","0","1","0","0","0"
"1783962852.9331","10:14:12.933","4","88","1.0","0","0","1","0","0","0"
"1783962853.4326","10:14:13.432","4","88","1.0","0","0","1","0","0","0"
"1783962853.9334","10:14:13.933","4","88","1.0","0","0","1","0","0","0"
"1783962854.4329","10:14:14.432","4","88","1.0","0","0","1","0","0","0"
"1783962854.9321","10:14:14.932","4","88","1.0","0","0","1","0","0","0"
"1783962855.4324","10:14:15.432","4","88","1.0","0","0","2","0","0","0"
"1783962855.9316","10:14:15.931","4","88","1.0","0","0","1","0","0","0"
"1783962856.4313","10:14:16.431","4","88","1.0","0","0","1","0","0","0"
"1783962856.9322","10:14:16.932","4","88","1.0","0","0","1","0","0","0"
"1783962857.4314","10:14:17.431","4","88","1.0","8","1","2","0","0","1"
"1783962857.9309","10:14:17.930","4","88","1.0","0","0","1","0","0","0"
"1783962858.4315","10:14:18.431","4","88","1.0","0","0","2","0","1","0"
"1783962858.9308","10:14:18.930","4","88","1.0","0","0","1","0","0","0"
"1783962859.4306","10:14:19.430","4","88","1.0","0","0","1","0","0","0"
"1783962859.9313","10:14:19.931","4","88","1.0","0","0","1","0","0","0"
"1783962860.4306","10:14:20.430","4","88","1.0","0","0","1","0","0","0"
"1783962860.9302","10:14:20.930","4","88","1.0","0","0","1","0","0","0"
"1783962861.4307","10:14:21.430","4","88","1.0","0","0","1","0","0","0"
"1783962861.9299","10:14:21.929","4","88","1.0","0","0","1","0","0","0"
"1783962862.4298","10:14:22.429","4","88","1.0","0","0","2","0","0","0"
"1783962862.9301","10:14:22.930","4","88","1.0","0","0","2","0","0","0"
"1783962863.4291","10:14:23.429","4","88","1.0","0","0","2","0","0","0"
"1783962863.9294","10:14:23.929","4","88","1.0","0","0","1","0","0","0"
"1783962864.4298","10:14:24.429","4","88","1.0","0","0","1","0","0","0"
"1783962864.9291","10:14:24.929","4","88","1.0","0","0","2","0","0","0"
"1783962865.4291","10:14:25.429","4","88","1.0","0","0","2","0","0","0"
"1783964714.812","10:45:14.812","4","87","1.0","50","4","4","2","0","4"
"1783964715.3119","10:45:15.311","4","87","1.0","50","4","4","2","0","4"
"1783964715.8121","10:45:15.812","4","87","1.0","58","4","4","2","1","4"
"1783964716.3117","10:45:16.311","4","87","1.0","50","4","4","2","0","4"
"1783964716.8118","10:45:16.811","4","87","1.0","67","4","4","4","0","4"
"1783964717.3114","10:45:17.311","4","87","1.0","50","4","4","2","0","4"
"1783964717.8107","10:45:17.810","4","87","1.0","50","4","4","2","0","4"
"1783964718.3107","10:45:18.310","4","87","1.0","50","4","4","2","0","4"
"1783964718.8108","10:45:18.810","4","87","1.0","50","4","4","2","0","4"
