Timestamp,Local time,Battery Level,Battery Percent,Wireless Signal,Overall Quality,Quality Sensor 0,Quality Sensor 1,Quality Sensor 2,Quality Sensor 3,Quality Sensor 4
"1784931439.5543","15:17:19.554","3","62","1.0","100","4","4","4","4","4"
"1784931440.0541","15:17:20.054","3","62","1.0","100","4","4","4","4","4"
"1784931440.5548","15:17:20.554","3","62","1.0","100","4","4","4","4","4"
"1784931441.0544","15:17:21.054","3","62","1.0","100","4","4","4","4","4"
"1784931441.554","15:17:21.554","3","62","1.0","100","4","4","4","4","4"
"1784931442.054","15:17:22.054","3","62","1.0","100","4","4","4","4","4"
"1784931442.5536","15:17:22.553","3","62","1.0","100","4","4","4","4","4"
"1784931443.0532","15:17:23.053","3","62","1.0","83","4","4","2","4","4"
"1784931443.5538","15:17:23.553","3","62","1.0","83","4","4","2","4","4"
"1784931444.0537","15:17:24.053","3","62","1.0","50","2","2","2","2","2"
"1784931444.5533","15:17:24.553","3","62","1.0","33","1","2","1","2","2"
"1784931445.0537","15:17:25.053","3","62","1.0","33","1","2","1","2","2"
"1784931445.553","15:17:25.553","3","62","1.0","50","2","2","2","2","2"
"1784931446.0526","15:17:26.052","3","62","1.0","100","4","4","4","4","4"
"1784931446.5526","15:17:26.552","3","62","1.0","100","4","4","4","4","4"
"1784931447.0524","15:17:27.052","3","62","1.0","100","4","4","4","4","4"
"1784931447.5519","15:17:27.551","3","62","1.0","100","4","4","4","4","4"
"1784931448.0523","15:17:28.052","3","62","1.0","100","4","4","4","4","4"
"1784931448.5521","15:17:28.552","3","62","1.0","100","4","4","4","4","4"
"1784931449.0515","15:17:29.051","3","62","1.0","100","4","4","4","4","4"
"1784931449.552","15:17:29.552","3","62","1.0","100","4","4","4","4","4"
"1784931450.0516","15:17:30.051","3","62","1.0","100","4","4","4","4","4"
"1784931450.5512","15:17:30.551","3","62","1.0","67","4","4","2","2","4"
"1784931451.0515","15:17:31.051","3","62","1.0","0","1","0","0","0","0"
"1784931451.5514","15:17:31.551","3","62","1.0","0","0","0","0","0","0"
"1784931452.0504","15:17:32.050","3","62","1.0","0","0","0","0","0","0"
"1784931452.5504","15:17:32.550","3","62","1.0","0","0","0","0","0","0"
"1784931453.0511","15:17:33.051","3","62","1.0","0","0","0","0","0","0"
"1784931453.5507","15:17:33.550","3","62","1.0","0","1","0","0","0","1"
"1784931454.0503","15:17:34.050","3","62","1.0","0","0","0","0","0","0"
"1784931454.55","15:17:34.550","3","62","1.0","0","2","0","0","0","0"
"1784931455.0494","15:17:35.049","3","62","1.0","0","0","0","2","2","0"
"1784931455.5492","15:17:35.549","3","62","1.0","50","4","2","2","2","4"
"1784931456.0496","15:17:36.049","3","62","1.0","83","4","4","2","4","4"
"1784931456.5491","15:17:36.549","3","62","1.0","17","4","2","0","0","4"
"1784931457.0489","15:17:37.048","3","62","1.0","0","0","0","0","0","0"
"1784931457.5493","15:17:37.549","3","62","1.0","0","0","0","0","0","0"
"1784931458.049","15:17:38.049","3","62","1.0","0","0","0","0","0","0"
"1784931458.5486","15:17:38.548","3","62","1.0","0","0","0","0","1","0"
"1784931459.0486","15:17:39.048","3","62","1.0","0","0","0","0","0","0"
"1784931459.5485","15:17:39.548","3","62","1.0","0","0","0","0","0","0"
"1784931460.0476","15:17:40.047","3","62","1.0","0","0","0","0","0","0"
"1784931460.5478","15:17:40.547","3","62","1.0","0","0","0","1","0","0"
"1784931461.0476","15:17:41.047","3","62","1.0","0","0","0","0","0","0"
"1784931461.5473","15:17:41.547","3","62","1.0","0","0","0","0","0","0"
"1784931462.0473","15:17:42.047","3","62","1.0","0","0","0","0","0","0"
"1784931462.5467","15:17:42.546","3","62","1.0","0","0","0","0","0","0"
"1784931463.0461","15:17:43.046","3","62","1.0","0","0","0","0","0","0"
"1784931463.5464","15:17:43.546","3","62","1.0","0","0","0","0","0","0"
"1784931464.0462","15:17:44.046","3","62","1.0","0","0","0","0","0","0"
"1784931464.546","15:17:44.546","3","62","1.0","0","0","0","0","0","0"
"1784931465.0463","15:17:45.046","3","62","1.0","0","0","0","0","0","0"
"1784931465.5467","15:17:45.546","3","62","1.0","0","0","0","0","0","0"
"1784931466.0459","15:17:46.045","3","62","1.0","0","0","0","0","0","0"
"1784931466.5455","15:17:46.545","3","62","1.0","0","0","0","0","0","0"
