localTimestamp,deviceTimestamp,step,confidence,surfaceX,surfaceY,imageX,imageY
1749335439.932,1118735.119460,, 1.0000,0.487595,0.412840,567.284824,292.055096
1749335439.933,1118735.123494,, 1.0000,0.497036,0.423199,570.604060,289.614164
1749335439.933,1118735.127529,, 1.0000,0.528377,0.465282,581.395657,279.441856
1749335439.934,1118735.131563,, 1.0000,0.529133,0.466288,581.656482,279.199006
1749335439.935,1118735.135598,, 1.0000,0.531409,0.475644,582.253851,276.766191
1749335439.935,1118735.139632,, 1.0000,0.533367,0.472411,583.101450,277.707186
1749335439.935,1118735.143667,, 1.0000,0.531034,0.485845,581.808509,274.009554
1749335439.935,1118735.147701,, 1.0000,0.530662,0.485427,581.677936,274.108498
1749335439.965,1118735.151736,, 1.0000,0.542963,0.511053,584.800976,268.839667
1749335439.967,1118735.155770,, 1.0000,0.547233,0.512602,586.393976,268.575285
1749335439.967,1118735.159805,, 0.9856,0.536793,0.524231,582.032014,265.072051
1749335439.968,1118735.163839,, 0.9856,0.536965,0.528598,581.965532,263.902699
1749335439.968,1118735.167874,, 1.0000,0.517443,0.537267,574.205035,260.871946
1749335439.968,1118735.171908,, 1.0000,0.517917,0.534837,574.461084,261.542970
1749335439.969,1118735.175943,, 1.0000,0.516722,0.541677,573.794486,259.659190
1749335439.969,1118735.179977,, 1.0000,0.517064,0.536827,574.073011,260.976955
1749335439.998,1118735.184011,, 1.0000,0.518878,0.546846,575.648355,260.643593
1749335439.998,1118735.188046,, 1.0000,0.517661,0.547471,575.162507,260.433099
1749335439.999,1118735.192081,, 1.0000,0.514482,0.535847,574.303524,263.448888
1749335439.999,1118735.196115,, 1.0000,0.512358,0.540984,573.330293,261.993446
1749335439.999,1118735.200150,, 1.0000,0.518611,0.535394,575.901033,263.714465
1749335440.000,1118735.204185,, 1.0000,0.516335,0.538456,574.933211,262.811826
1749335440.000,1118735.208220,, 0.9907,0.501967,0.521494,569.949690,266.873988
1749335440.000,1118735.212254,, 0.9907,0.501808,0.523222,569.835506,266.403659
1749335440.029,1118735.216289,, 1.0000,0.489209,0.527234,567.927495,267.462432
1749335440.029,1118735.220323,, 1.0000,0.488173,0.528914,567.479738,266.976245
1749335440.029,1118735.224358,, 1.0000,0.486253,0.519962,567.023590,269.310716
1749335440.029,1118735.228392,, 1.0000,0.486136,0.525469,566.808852,267.830199
1749335440.029,1118735.232427,, 1.0000,0.477092,0.508400,563.884048,272.096039
1749335440.030,1118735.236461,, 1.0000,0.478125,0.508550,564.273729,272.091154
