localTimestamp,deviceTimestamp,step,confidence,surfaceX,surfaceY,imageX,imageY
1749143142.578,927075.512409,, 1.0000,0.609235,0.372277,615.943657,491.245746
1749143142.579,927075.516444,, 1.0000,0.613944,0.362133,617.363197,493.598876
1749143142.579,927075.520479,, 1.0000,0.623224,0.368734,620.521733,492.407413
1749143142.579,927075.524513,, 1.0000,0.629704,0.358723,622.528908,494.780352
1749143142.580,927075.528548,, 1.0000,0.624946,0.344626,620.763589,497.739201
1749143142.580,927075.532582,, 1.0000,0.628215,0.329075,621.633354,501.238002
1749143142.581,927075.536617,, 1.0000,0.621805,0.323496,619.437731,502.284345
1749143142.581,927075.540651,, 1.0000,0.625058,0.309415,620.322103,505.460411
1749143142.615,927075.544686,, 0.9974,0.628662,0.310497,621.809853,505.145389
1749143142.616,927075.548720,, 0.9974,0.632640,0.304779,623.055545,506.514204
1749143142.616,927075.552755,, 1.0000,0.640935,0.326660,626.061532,501.934043
1749143142.616,927075.556789,, 1.0000,0.641522,0.319687,626.171038,503.483875
1749143142.617,927075.560823,, 1.0000,0.642186,0.322525,626.425041,502.878313
1749143142.617,927075.564858,, 1.0000,0.641049,0.329623,626.135108,501.285443
1749143142.617,927075.568893,, 1.0000,0.643259,0.318871,626.735346,503.712022
1749143142.618,927075.572927,, 1.0000,0.640987,0.325994,626.070726,502.081969
1749143142.642,927075.576962,, 1.0000,0.649417,0.333260,629.440687,501.122374
1749143142.643,927075.580996,, 1.0000,0.646489,0.330306,628.433735,501.689060
1749143142.643,927075.585031,, 1.0000,0.645910,0.322274,628.132712,503.433768
1749143142.644,927075.589065,, 1.0000,0.645561,0.328116,628.097216,502.143488
1749143142.644,927075.593100,, 1.0000,0.649414,0.338509,629.511329,499.971640
1749143142.645,927075.597134,, 1.0000,0.647906,0.339359,629.024877,499.743762
1749143142.645,927075.601169,, 1.0000,0.626345,0.319272,621.630778,503.552032
1749143142.645,927075.605203,, 1.0000,0.623750,0.333139,620.962922,500.440942
1749143142.675,927075.609238,, 1.0000,0.624635,0.332033,621.626911,501.486950
1749143142.675,927075.613273,, 0.9843,0.619031,0.347773,619.988703,497.877949
1749143142.676,927075.617307,, 0.9367,0.618618,0.346946,619.840629,498.047789
1749143142.676,927075.621342,, 0.9480,0.613892,0.355145,618.389111,496.117083
1749143142.676,927075.625376,, 0.9957,0.615631,0.346441,618.844796,498.074414
1749143142.676,927075.629410,, 1.0000,0.612494,0.360189,617.995526,494.971661
1749143142.676,927075.633445,, 1.0000,0.611960,0.352805,617.717290,496.575857
1749143142.677,927075.637479,, 1.0000,0.607652,0.361007,616.404095,494.656126
1749143142.677,927075.641514,, 1.0000,0.620784,0.377531,620.978053,491.401923
1749143142.721,927075.645549,, 0.9950,0.619450,0.385368,619.891552,489.784168
1749143142.721,927075.649583,, 0.9827,0.615246,0.389966,618.566983,488.659209
