DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-15_14-54-23.475,1784152463.475,1,1,A,B,8,FALSE,0,
2026-07-15_14-54-38.116,1784152478.116,1,2,A,C,14,FALSE,0,
2026-07-15_14-54-52.893,1784152492.893,1,3,B,C,14,FALSE,0,
2026-07-15_14-55-08.692,1784152508.692,1,4,A,B,15,FALSE,0,
2026-07-15_14-55-48.863,1784152548.863,1,5,C,A,40,FALSE,0,
2026-07-15_14-56-02.998,1784152562.998,1,6,C,B,14,FALSE,0,
2026-07-15_14-56-14.338,1784152574.338,1,7,A,B,11,FALSE,0,
2026-07-15_14-56-32.091,1784152592.091,1,8,A,C,17,FALSE,0,
2026-07-15_14-56-55.396,1784152615.396,1,9,B,A,23,FALSE,0,
2026-07-15_14-57-09.957,1784152629.957,1,10,B,C,14,FALSE,0,
2026-07-15_14-57-24.092,1784152644.092,1,11,A,C,14,FALSE,0,
2026-07-15_14-57-41.298,1784152661.298,1,12,B,A,17,FALSE,0,
2026-07-15_14-58-09.489,1784152689.489,1,13,A,B,28,FALSE,0,
2026-07-15_14-58-26.160,1784152706.160,1,14,C,A,16,FALSE,0,
2026-07-15_14-58-41.959,1784152721.959,1,15,C,B,15,FALSE,0,
2026-07-15_14-58-55.154,1784152735.154,1,16,A,B,13,FALSE,0,
2026-07-15_14-59-08.964,1784152748.964,1,17,B,C,13,TRUE,0,
2026-07-15_14-59-30.833,1784152770.833,1,18,B,A,21,FALSE,0,
2026-07-15_15-00-00.060,1784152800.060,1,19,C,A,29,FALSE,0,
2026-07-15_15-00-16.547,1784152816.547,1,20,B,C,16,FALSE,0,
2026-07-15_15-00-30.278,1784152830.278,1,21,A,B,13,TRUE,0,
2026-07-15_15-00-52.453,1784152852.453,1,22,A,C,22,FALSE,0,
2026-07-15_15-01-13.609,1784152873.609,1,23,B,C,21,FALSE,0,
2026-07-15_15-01-26.859,1784152886.859,1,24,A,B,13,FALSE,0,
2026-07-15_15-02-03.803,1784152923.803,1,25,C,A,36,TRUE,0,
2026-07-15_15-02-25.144,1784152945.144,1,26,C,B,21,FALSE,0,
2026-07-15_15-02-46.923,1784152966.923,1,27,A,B,21,FALSE,0,
2026-07-15_15-03-54.643,1784153034.643,1,28,C,A,67,FALSE,0,
2026-07-15_15-04-22.703,1784153062.703,1,29,B,C,28,FALSE,0,
2026-07-15_15-04-44.429,1784153084.429,1,30,B,A,21,FALSE,0,
2026-07-15_15-05-02.840,1784153102.840,1,31,C,A,18,FALSE,0,
2026-07-15_15-05-15.797,1784153115.797,1,32,C,B,12,FALSE,0,
2026-07-15_15-05-29.625,1784153129.625,1,33,A,B,13,FALSE,0,
2026-07-15_15-05-43.077,1784153143.077,1,34,A,C,13,FALSE,0,
2026-07-15_15-05-55.442,1784153155.442,1,35,B,C,12,FALSE,0,
2026-07-15_15-06-07.862,1784153167.862,1,36,A,B,12,FALSE,0,
2026-07-15_15-06-22.843,1784153182.843,1,37,C,A,14,FALSE,0,
2026-07-15_15-06-35.633,1784153195.633,1,38,C,B,12,FALSE,0,
2026-07-15_15-06-47.546,1784153207.546,1,39,A,B,11,FALSE,0,
2026-07-15_15-07-01.897,1784153221.897,1,40,A,C,14,FALSE,0,
2026-07-15_15-07-13.406,1784153233.406,1,41,B,C,11,FALSE,0,
2026-07-15_15-07-24.541,1784153244.541,1,42,B,A,11,FALSE,0,
2026-07-15_15-07-37.287,1784153257.287,1,43,C,A,12,FALSE,0,
2026-07-15_15-07-54.097,1784153274.097,1,44,B,C,16,FALSE,0,
2026-07-15_15-08-13.493,1784153293.493,1,45,A,B,19,FALSE,0,
2026-07-15_15-08-27.199,1784153307.199,1,46,A,C,13,FALSE,0,
2026-07-15_15-08-42.494,1784153322.494,1,47,B,C,15,FALSE,0,
2026-07-15_15-08-54.526,1784153334.526,1,48,B,A,12,FALSE,0,
2026-07-15_15-09-09.143,1784153349.143,1,49,C,B,14,FALSE,0,
2026-07-15_15-09-21.459,1784153361.459,1,50,C,A,12,FALSE,0,
2026-07-15_15-09-33.905,1784153373.905,1,51,B,A,12,FALSE,0,
2026-07-15_15-09-51.218,1784153391.218,1,52,C,B,17,FALSE,0,
2026-07-15_15-10-32.190,1784153432.190,1,53,A,C,40,FALSE,0,
2026-07-15_15-10-47.982,1784153447.982,1,54,A,B,15,FALSE,0,
2026-07-15_15-11-04.571,1784153464.571,1,55,C,B,16,FALSE,0,
2026-07-15_15-11-46.547,1784153506.547,1,56,B,A,41,FALSE,0,
2026-07-15_15-12-03.076,1784153523.076,1,57,B,C,16,FALSE,0,
2026-07-15_15-12-19.189,1784153539.189,1,58,A,C,16,FALSE,0,
2026-07-15_15-12-31.326,1784153551.326,1,59,B,A,12,FALSE,0,
2026-07-15_15-12-43.471,1784153563.471,1,60,C,B,12,FALSE,0,
2026-07-15_15-12-56.010,1784153576.010,1,61,C,A,12,FALSE,0,
2026-07-15_15-13-08.527,1784153588.527,1,62,B,A,12,FALSE,0,
2026-07-15_15-13-22.164,1784153602.164,1,63,B,C,13,FALSE,0,
2026-07-15_15-13-57.572,1784153637.572,1,64,A,C,35,FALSE,0,
2026-07-15_15-14-10.470,1784153650.470,1,65,A,B,12,FALSE,0,
2026-07-15_15-15-06.682,1784153706.682,1,66,C,B,56,FALSE,0,
2026-07-15_15-15-32.058,1784153732.058,1,67,B,A,25,FALSE,0,
2026-07-15_15-15-44.558,1784153744.558,1,68,B,C,12,FALSE,0,
2026-07-15_15-15-57.204,1784153757.204,1,69,A,C,12,FALSE,0,
2026-07-15_15-16-09.181,1784153769.181,1,70,A,B,11,FALSE,0,
2026-07-15_15-16-21.462,1784153781.462,1,71,C,A,12,FALSE,0,
2026-07-15_15-16-33.847,1784153793.847,1,72,C,B,12,FALSE,0,
2026-07-15_15-16-45.320,1784153805.320,1,73,A,B,11,FALSE,0,
2026-07-15_15-16-58.851,1784153818.851,1,74,A,C,13,FALSE,0,
2026-07-15_15-17-11.682,1784153831.682,1,75,B,C,12,FALSE,0,
2026-07-15_15-17-23.608,1784153843.608,1,76,B,A,11,FALSE,0,
2026-07-15_15-17-35.877,1784153855.877,1,77,C,A,12,FALSE,0,
2026-07-15_15-17-48.927,1784153868.927,1,78,B,C,13,FALSE,0,
2026-07-15_15-18-00.375,1784153880.375,1,79,A,B,11,FALSE,0,
2026-07-15_15-18-13.549,1784153893.549,1,80,A,C,13,FALSE,0,
2026-07-15_15-18-27.072,1784153907.072,1,81,B,C,13,FALSE,0,
2026-07-15_15-19-33.000,1784153973.000,2,1,A,C,9,FALSE,0,
2026-07-15_15-19-44.474,1784153984.474,2,2,A,B,11,FALSE,0,
2026-07-15_15-19-57.736,1784153997.736,2,3,C,B,13,FALSE,0,
2026-07-15_15-20-12.487,1784154012.487,2,4,A,C,14,FALSE,0,
2026-07-15_15-20-25.396,1784154025.396,2,5,B,A,12,FALSE,0,
2026-07-15_15-20-38.710,1784154038.710,2,6,B,C,13,FALSE,0,
2026-07-15_15-20-50.702,1784154050.702,2,7,A,C,11,FALSE,0,
2026-07-15_15-21-06.183,1784154066.183,2,8,A,B,15,FALSE,0,
2026-07-15_15-21-18.847,1784154078.847,2,9,C,B,12,FALSE,0,
2026-07-15_15-21-31.527,1784154091.527,2,10,C,A,12,FALSE,0,
2026-07-15_15-21-44.687,1784154104.687,2,11,B,A,13,FALSE,0,
2026-07-15_15-21-57.781,1784154117.781,2,12,C,B,13,FALSE,0,
2026-07-15_15-22-09.551,1784154129.551,2,13,A,C,11,FALSE,0,
2026-07-15_15-22-20.388,1784154140.388,2,14,A,B,10,FALSE,0,
2026-07-15_15-22-32.300,1784154152.300,2,15,C,B,11,FALSE,0,
2026-07-15_15-22-46.841,1784154166.841,2,16,A,C,14,FALSE,0,
2026-07-15_15-23-40.019,1784154220.019,2,17,B,C,53,TRUE,0,
2026-07-15_15-23-51.972,1784154231.972,2,18,B,A,11,FALSE,0,
2026-07-15_15-24-15.264,1784154255.264,2,19,C,A,23,FALSE,0,
2026-07-15_15-24-32.229,1784154272.229,2,20,B,C,16,FALSE,0,
2026-07-15_15-25-09.814,1784154309.814,2,21,A,C,37,FALSE,0,
2026-07-15_15-25-24.908,1784154324.908,2,22,A,B,15,FALSE,0,
2026-07-15_15-25-45.239,1784154345.239,2,23,C,B,20,FALSE,0,
2026-07-15_15-26-06.305,1784154366.305,2,24,C,A,21,FALSE,0,
2026-07-15_15-26-23.224,1784154383.224,2,25,B,A,16,FALSE,0,
2026-07-15_15-26-43.723,1784154403.723,2,26,A,C,20,FALSE,0,
2026-07-15_15-26-59.013,1784154419.013,2,27,B,A,15,FALSE,0,
2026-07-15_15-27-25.444,1784154445.444,2,28,C,A,26,FALSE,0,
2026-07-15_15-27-38.061,1784154458.061,2,29,A,C,12,TRUE,0,
2026-07-15_15-27-58.329,1784154478.329,2,30,A,B,20,FALSE,0,
2026-07-15_15-29-38.872,1784154578.872,2,31,C,B,100,TRUE,1,2026-07-15_15-28-27.666 - Invalid move from A to C
2026-07-15_15-30-13.114,1784154613.114,2,32,A,C,34,FALSE,0,
2026-07-15_15-30-31.059,1784154631.059,2,33,B,A,17,FALSE,0,
2026-07-15_15-30-51.831,1784154651.831,2,34,B,C,20,FALSE,0,
2026-07-15_15-31-04.316,1784154664.316,2,35,A,C,12,FALSE,0,
2026-07-15_15-31-17.027,1784154677.027,2,36,B,A,12,FALSE,0,
2026-07-15_15-31-51.188,1784154711.188,2,37,C,A,34,FALSE,0,
2026-07-15_15-32-05.664,1784154725.664,2,38,C,B,14,FALSE,0,
2026-07-15_15-32-16.612,1784154736.612,2,39,A,B,10,FALSE,0,
