DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-15_15-32-37.963,1784154757.963,2,40,C,A,21,FALSE,0,
2026-07-15_15-32-50.014,1784154770.014,2,41,B,C,12,FALSE,0,
2026-07-15_15-33-02.920,1784154782.920,2,42,B,A,12,FALSE,0,
2026-07-15_15-33-15.580,1784154795.580,2,43,C,A,12,FALSE,0,
2026-07-15_15-33-27.403,1784154807.403,2,44,C,B,11,FALSE,0,
2026-07-15_15-34-13.988,1784154853.988,2,45,A,C,46,FALSE,0,
2026-07-15_15-34-25.336,1784154865.336,2,46,A,B,11,FALSE,0,
2026-07-15_15-34-37.936,1784154877.936,2,47,C,B,12,FALSE,0,
2026-07-15_15-34-54.379,1784154894.379,2,48,A,C,16,FALSE,0,
2026-07-15_15-35-13.236,1784154913.236,2,49,B,A,18,FALSE,0,
2026-07-15_15-35-26.995,1784154926.995,2,50,B,C,13,FALSE,0,
2026-07-15_15-35-39.914,1784154939.914,2,51,A,C,12,FALSE,0,
2026-07-15_15-35-51.251,1784154951.251,2,52,A,B,11,FALSE,0,
2026-07-15_15-36-05.080,1784154965.080,2,53,C,B,13,FALSE,0,
2026-07-15_15-36-20.574,1784154980.574,2,54,C,A,15,FALSE,0,
2026-07-15_15-36-32.200,1784154992.200,2,55,B,A,11,FALSE,0,
2026-07-15_15-36-45.285,1784155005.285,2,56,C,B,13,FALSE,0,
2026-07-15_15-36-57.693,1784155017.693,2,57,A,C,12,FALSE,0,
2026-07-15_15-37-09.137,1784155029.137,2,58,A,B,11,FALSE,0,
2026-07-15_15-37-21.160,1784155041.160,2,59,C,B,12,FALSE,0,
2026-07-15_15-37-34.897,1784155054.897,2,60,A,C,13,FALSE,0,
2026-07-15_15-38-00.066,1784155080.066,2,61,B,C,25,TRUE,0,
2026-07-15_15-38-14.675,1784155094.675,2,62,B,A,14,FALSE,0,
2026-07-15_15-38-27.672,1784155107.672,2,63,C,A,12,FALSE,0,
2026-07-15_15-38-42.035,1784155122.035,2,64,B,C,14,FALSE,0,
2026-07-15_15-38-54.327,1784155134.327,2,65,A,B,12,FALSE,0,
2026-07-15_15-39-08.342,1784155148.342,2,66,A,C,14,FALSE,0,
2026-07-15_15-39-20.223,1784155160.223,2,67,B,C,11,FALSE,0,
2026-07-15_15-39-32.605,1784155172.605,2,68,B,A,12,FALSE,0,
2026-07-15_15-40-22.469,1784155222.469,2,69,C,A,49,FALSE,0,
2026-07-15_15-40-34.205,1784155234.205,2,70,C,B,11,FALSE,0,
2026-07-15_15-40-48.457,1784155248.457,2,71,A,B,14,FALSE,0,
2026-07-15_15-41-04.165,1784155264.165,2,72,C,A,15,FALSE,0,
2026-07-15_15-41-17.260,1784155277.260,2,73,B,C,13,FALSE,0,
2026-07-15_15-41-29.615,1784155289.615,2,74,B,A,12,FALSE,0,
2026-07-15_15-41-42.602,1784155302.602,2,75,C,A,12,FALSE,0,
2026-07-15_15-41-55.029,1784155315.029,2,76,B,C,12,FALSE,0,
2026-07-15_15-42-13.652,1784155333.652,2,77,A,B,18,FALSE,0,
2026-07-15_15-42-25.976,1784155345.976,2,78,A,C,12,FALSE,0,
2026-07-15_15-42-38.863,1784155358.863,2,79,B,C,12,FALSE,0,
2026-07-15_15-42-50.981,1784155370.981,2,80,A,B,12,FALSE,0,
2026-07-15_15-43-03.095,1784155383.095,2,81,C,A,12,FALSE,0,
2026-07-15_15-43-14.796,1784155394.796,2,82,C,B,11,FALSE,0,
2026-07-15_15-43-30.034,1784155410.034,2,83,A,B,15,FALSE,0,
2026-07-15_15-43-42.986,1784155422.986,2,84,A,C,12,FALSE,0,
2026-07-15_15-43-56.705,1784155436.705,2,85,B,C,13,FALSE,0,
2026-07-15_15-44-08.622,1784155448.622,2,86,B,A,11,FALSE,0,
2026-07-15_15-44-20.187,1784155460.187,2,87,C,A,11,FALSE,0,
2026-07-15_15-44-32.663,1784155472.663,2,88,B,C,12,FALSE,0,
2026-07-15_15-44-47.798,1784155487.798,2,89,A,B,15,FALSE,0,
2026-07-15_15-45-01.165,1784155501.165,2,90,A,C,13,FALSE,0,
2026-07-15_15-45-13.757,1784155513.757,2,91,B,C,12,FALSE,0,
