Timestamp,Local time,Active Focus,Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1748972366.0657,10:39:26.065,true,0.370037,true,0.785036,true,0.204566,true,0.648413,true,0.303008,true,0.300617
1748972366.5606,10:39:26.560,true,0.354668,true,0.77506,true,0.200848,true,0.643929,true,0.303269,true,0.283075
1748972367.0555,10:39:27.055,true,0.341249,true,0.746632,true,0.201411,true,0.645244,true,0.304222,true,0.283427
1748972367.5504,10:39:27.550,true,0.329057,true,0.742716,true,0.203832,true,0.660567,true,0.36166,true,0.303086
1748972368.0453,10:39:28.045,true,0.317136,true,0.728879,true,0.213829,true,0.684879,true,0.429791,true,0.326972
1748972368.5402,10:39:28.540,true,0.306074,true,0.715907,true,0.229317,true,0.705739,true,0.446735,true,0.337794
1748972369.035,10:39:29.035,true,0.297268,true,0.709195,true,0.235155,true,0.710728,true,0.45063,true,0.345456
1748972369.53,10:39:29.530,true,0.290276,true,0.661841,true,0.235546,true,0.703096,true,0.453881,true,0.345533
1748972370.0248,10:39:30.024,true,0.288361,true,0.614947,true,0.233462,true,0.688574,true,0.453739,true,0.341695
1748972370.5197,10:39:30.519,true,0.292448,true,0.614626,true,0.233857,true,0.675971,true,0.411503,true,0.326414
1748972371.0146,10:39:31.014,true,0.299333,true,0.658211,true,0.234838,true,0.669122,true,0.408613,true,0.312756
1748972398.7023,10:39:58.702,true,0.205967,true,0.704029,true,0.271627,true,0.804708,true,0.464746,true,0.366787
1748972399.2009,10:39:59.200,true,0.212279,true,0.704237,true,0.273253,true,0.792449,true,0.46236,true,0.366853
1748972399.6994,10:39:59.699,true,0.21409,true,0.715115,true,0.273877,true,0.775568,true,0.46193,true,0.358249
1748972400.198,10:40:00.198,true,0.216037,true,0.729971,true,0.269915,true,0.754705,true,0.461509,true,0.348124
1748972400.6965,10:40:00.696,true,0.222178,true,0.727399,true,0.26212,true,0.740057,true,0.477802,true,0.343538
1748972401.1951,10:40:01.195,true,0.235112,true,0.701428,true,0.254535,true,0.739565,true,0.490859,true,0.342779
1748972401.6936,10:40:01.693,true,0.252568,true,0.67694,true,0.255279,true,0.748585,true,0.511699,true,0.295479
1748972402.1922,10:40:02.192,true,0.272009,true,0.66057,true,0.262916,true,0.758863,true,0.510852,true,0.284667
1748972402.6908,10:40:02.690,true,0.290811,true,0.640565,true,0.276582,true,0.764625,true,0.513357,true,0.285507
1748972403.1893,10:40:03.189,true,0.308166,true,0.617958,true,0.292824,true,0.76762,true,0.508281,true,0.286013
1748972403.6879,10:40:03.687,true,0.32413,true,0.617189,true,0.299789,true,0.778377,true,0.505082,true,0.283394
1748972404.1864,10:40:04.186,true,0.333072,true,0.618234,true,0.307798,true,0.789346,true,0.481267,true,0.284226
1748972404.685,10:40:04.685,true,0.341231,true,0.645858,true,0.31547,true,0.794467,true,0.48074,true,0.294497
