localTimestamp,deviceTimestamp,step,confidence,surfaceX,surfaceY,imageX,imageY
1748972377.319,831549.971073,, 1.0000,0.513379,0.528110,532.432139,168.396871
1748972377.319,831549.870301,, 1.0000,0.582412,0.667170,545.294235,137.816452
1748972377.319,831549.979142,, 1.0000,0.511521,0.511886,532.983345,172.124810
1748972377.320,831549.878370,, 1.0000,0.585435,0.676399,545.631779,135.746696
1748972377.320,831549.987212,, 1.0000,0.491906,0.529845,525.196709,167.438406
1748972377.320,831549.886439,, 1.0000,0.590249,0.666201,547.958863,138.244372
1748972377.320,831549.995281,, 1.0000,0.474922,0.512786,520.799051,170.969900
1748972377.320,831549.894508,, 1.0000,0.600994,0.668273,551.368117,138.039881
1748972377.320,831549.902577,, 1.0000,0.603596,0.659297,552.875212,140.195955
1748972377.320,831550.003350,, 1.0000,0.460020,0.512074,515.915524,170.750570
1748972377.342,831550.011419,, 1.0000,0.425612,0.508940,508.547764,172.202072
1748972377.342,831549.910646,, 1.0000,0.597651,0.650455,554.981427,143.867669
1748972377.342,831550.019489,, 1.0000,0.417318,0.508567,505.848115,172.069505
1748972377.343,831549.918715,, 1.0000,0.594859,0.644612,554.481416,145.151482
1748972377.343,831550.027558,, 1.0000,0.420043,0.484530,508.462721,177.727006
1748972377.343,831549.926784,, 1.0000,0.587950,0.640600,552.497287,145.901131
1748972377.343,831549.934853,, 1.0000,0.593506,0.631067,555.005036,148.263176
1748972377.343,831550.035627,, 1.0000,0.420148,0.453681,510.703212,184.898296
1748972377.343,831549.942922,, 1.0000,0.594298,0.646671,554.149713,144.658366
1748972377.344,831549.950991,, 1.0000,0.600550,0.645441,556.292902,145.109545
1748972377.363,831550.043697,, 1.0000,0.399004,0.446556,509.824190,187.719974
1748972377.363,831550.051766,, 1.0000,0.395675,0.467742,507.236236,182.714972
1748972377.364,831549.959060,, 1.0000,0.591092,0.632425,559.464186,149.816643
1748972377.364,831550.059835,, 1.0000,0.394303,0.486367,505.469122,178.356999
1748972377.364,831550.067905,, 0.9931,0.391398,0.454890,506.747757,185.580224
1748972377.364,831549.967129,, 1.0000,0.598806,0.628000,562.299176,151.052578
1748972377.364,831550.075974,, 1.0000,0.404793,0.480688,509.300556,179.959241
1748972377.390,831549.975198,, 1.0000,0.587827,0.623182,564.721679,153.616769
1748972377.390,831550.084043,, 1.0000,0.395122,0.505783,510.310780,175.450637
1748972377.390,831549.983267,, 1.0000,0.594862,0.631825,566.401304,151.811460
1748972377.391,831550.092112,, 1.0000,0.396354,0.496318,511.377440,177.675049
1748972377.391,831549.991336,, 1.0000,0.588170,0.637292,563.839987,150.361164
1748972377.391,831550.100182,, 1.0000,0.391070,0.483199,510.582489,180.564797
1748972377.391,831549.999405,, 1.0000,0.604546,0.645139,568.613624,148.998583
1748972377.423,831550.108251,, 1.0000,0.375110,0.515194,508.393811,173.802340
1748972377.423,831550.007474,, 1.0000,0.593307,0.658924,568.714069,146.763315
1748972377.423,831550.116320,, 1.0000,0.384231,0.534436,509.979165,169.618485
1748972377.424,831550.015543,, 1.0000,0.590507,0.660693,567.684353,146.276425
1748972377.424,831550.124390,, 1.0000,0.392418,0.542256,512.070581,168.043932
1748972377.424,831550.023612,, 1.0000,0.593854,0.649725,569.541256,148.901035
