Timestamp,Local time,Battery Level,Battery Percent,Wireless Signal,Overall Quality,Quality Sensor 0,Quality Sensor 1,Quality Sensor 2,Quality Sensor 3,Quality Sensor 4
"1784155968.2051","15:52:48.205","4","93","1.0","83","4","4","2","4","4"
"1784155968.7052","15:52:48.705","4","93","1.0","83","4","4","2","4","4"
"1784155969.2052","15:52:49.205","4","93","1.0","83","4","4","2","4","4"
"1784155969.705","15:52:49.705","4","93","1.0","83","4","4","2","4","4"
"1784155970.2052","15:52:50.205","4","93","1.0","67","4","2","2","4","4"
"1784155970.7052","15:52:50.705","4","93","1.0","83","4","4","2","4","4"
"1784155971.205","15:52:51.205","4","93","1.0","67","4","4","2","4","2"
"1784155971.7051","15:52:51.705","4","93","1.0","83","4","4","2","4","4"
"1784155972.2045","15:52:52.204","4","93","1.0","83","4","4","2","4","4"
"1784155972.7044","15:52:52.704","4","93","1.0","83","4","4","2","4","4"
"1784155973.2042","15:52:53.204","4","93","1.0","83","4","4","2","4","4"
"1784155973.7039","15:52:53.703","4","93","1.0","67","4","4","2","4","2"
"1784155974.2039","15:52:54.203","4","93","1.0","67","4","4","2","4","2"
"1784155974.7032","15:52:54.703","4","93","1.0","67","4","2","2","4","4"
"1784155975.2036","15:52:55.203","4","93","1.0","67","4","2","2","4","4"
"1784155975.7033","15:52:55.703","4","93","1.0","83","4","4","2","4","4"
"1784155976.2029","15:52:56.202","4","93","1.0","67","4","4","2","4","2"
"1784155976.7027","15:52:56.702","4","93","1.0","83","4","4","2","4","4"
"1784155977.203","15:52:57.203","4","93","1.0","83","4","4","2","4","4"
"1784155977.7024","15:52:57.702","4","93","1.0","83","4","4","2","4","4"
"1784155978.2027","15:52:58.202","4","93","1.0","83","4","4","2","4","4"
"1784155978.7027","15:52:58.702","4","93","1.0","83","4","4","2","4","4"
"1784155979.2026","15:52:59.202","4","93","1.0","83","4","4","2","4","4"
"1784155979.7023","15:52:59.702","4","93","1.0","67","4","4","2","4","2"
"1784155980.202","15:53:00.202","4","93","1.0","83","4","4","2","4","4"
"1784155980.7012","15:53:00.701","4","93","1.0","83","4","4","2","4","4"
"1784155981.2011","15:53:01.201","4","93","1.0","83","4","4","2","4","4"
"1784155981.7008","15:53:01.700","4","93","1.0","83","4","4","2","4","4"
"1784155982.2003","15:53:02.200","4","93","1.0","83","4","4","2","4","4"
"1784155982.7001","15:53:02.700","4","93","1.0","83","4","4","2","4","4"
"1784155983.2004","15:53:03.200","4","93","1.0","83","4","4","2","4","4"
"1784155983.6998","15:53:03.699","4","93","1.0","83","4","4","2","4","4"
"1784155984.1997","15:53:04.199","4","93","1.0","83","4","4","2","4","4"
"1784155984.6999","15:53:04.699","4","93","1.0","83","4","4","2","4","4"
"1784155985.1994","15:53:05.199","4","93","1.0","83","4","4","2","4","4"
"1784155985.6992","15:53:05.699","4","93","1.0","83","4","4","2","4","4"
