Timestamp,Local time,Battery Level,Battery Percent,Wireless Signal,Overall Quality,Quality Sensor 0,Quality Sensor 1,Quality Sensor 2,Quality Sensor 3,Quality Sensor 4
"1784747397.7668","12:09:57.766","3","68","1.0","83","4","4","2","4","4"
"1784747398.2668","12:09:58.266","3","68","1.0","100","4","4","4","4","4"
"1784747398.7665","12:09:58.766","3","68","1.0","83","4","4","2","4","4"
"1784747399.2663","12:09:59.266","3","68","1.0","83","4","4","2","4","4"
"1784747399.7661","12:09:59.766","3","68","1.0","83","4","4","2","4","4"
"1784747400.266","12:10:00.266","3","68","1.0","83","4","4","2","4","4"
"1784747400.7658","12:10:00.765","3","68","1.0","83","4","4","2","4","4"
"1784747401.2658","12:10:01.265","3","68","1.0","83","4","4","2","4","4"
"1784747401.7655","12:10:01.765","3","68","1.0","100","4","4","4","4","4"
"1784747402.2655","12:10:02.265","3","68","1.0","83","4","4","2","4","4"
"1784747402.7657","12:10:02.765","3","68","1.0","83","4","4","2","4","4"
"1784747403.2654","12:10:03.265","3","68","1.0","83","4","4","2","4","4"
"1784747403.7657","12:10:03.765","3","68","1.0","83","4","4","2","4","4"
"1784747404.2661","12:10:04.266","3","68","1.0","83","4","4","2","4","4"
"1784747404.7654","12:10:04.765","3","68","1.0","83","4","4","2","4","4"
"1784747405.2646","12:10:05.264","3","68","1.0","83","4","4","2","4","4"
"1784747405.7648","12:10:05.764","3","68","1.0","83","4","4","2","4","4"
"1784747406.2649","12:10:06.264","3","68","1.0","83","4","4","2","4","4"
"1784747406.7645","12:10:06.764","3","68","1.0","83","4","4","2","4","4"
"1784747407.2649","12:10:07.264","3","68","1.0","83","4","4","2","4","4"
"1784747407.7646","12:10:07.764","3","68","1.0","83","4","4","2","4","4"
"1784747408.2638","12:10:08.263","3","68","1.0","83","4","4","2","4","4"
"1784747408.764","12:10:08.764","3","68","1.0","83","4","4","2","4","4"
"1784747409.2643","12:10:09.264","3","68","1.0","67","2","4","2","4","4"
"1784747409.7641","12:10:09.764","3","68","1.0","83","4","4","2","4","4"
"1784747410.2639","12:10:10.263","3","68","1.0","83","4","4","2","4","4"
"1784747410.764","12:10:10.764","3","68","1.0","67","4","4","2","4","2"
"1784747411.2634","12:10:11.263","3","68","1.0","83","4","4","2","4","4"
"1784747411.763","12:10:11.763","3","68","1.0","83","2","4","4","4","4"
"1784747412.2629","12:10:12.262","3","68","1.0","83","4","4","2","4","4"
"1784747412.7627","12:10:12.762","3","68","1.0","83","4","4","2","4","4"
"1784747413.2629","12:10:13.262","3","68","1.0","83","4","4","2","4","4"
"1784747413.7628","12:10:13.762","3","68","1.0","83","4","4","2","4","4"
"1784747414.2622","12:10:14.262","3","68","1.0","83","4","4","2","4","4"
"1784747414.7622","12:10:14.762","3","68","1.0","83","4","4","2","4","4"
"1784747415.2627","12:10:15.262","3","68","1.0","83","4","4","2","4","4"
"1784747415.7625","12:10:15.762","3","68","1.0","83","4","4","2","4","4"
"1784747416.2621","12:10:16.262","3","68","1.0","83","4","4","2","4","4"
"1784747416.7622","12:10:16.762","3","68","1.0","100","4","4","4","4","4"
"1784747417.2616","12:10:17.261","3","68","1.0","100","4","4","4","4","4"
"1784747417.7616","12:10:17.761","3","68","1.0","100","4","4","4","4","4"
"1784747418.2621","12:10:18.262","3","68","1.0","83","4","4","2","4","4"
"1784747418.7616","12:10:18.761","3","68","1.0","83","4","4","2","4","4"
"1784747419.2614","12:10:19.261","3","68","1.0","83","4","4","2","4","4"
"1784747419.7611","12:10:19.761","3","68","1.0","83","4","4","2","4","4"
"1784747420.2609","12:10:20.260","3","68","1.0","83","4","4","2","4","4"
"1784747420.7607","12:10:20.760","3","68","1.0","83","4","4","2","4","4"
