Timestamp,Local time,Active Focus,Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1785194375.3087,16:19:35.308,true,0.281225,true,0.805086,true,0.713475,true,0.492702,true,0.382316,true,0.342067
1785194375.808,16:19:35.808,true,0.292025,true,0.771599,true,0.715541,true,0.501231,true,0.382358,true,0.333857
1785194376.3082,16:19:36.308,true,0.303499,true,0.746046,true,0.71623,true,0.502,true,0.382399,true,0.333992
1785194376.8082,16:19:36.808,true,0.313984,true,0.744542,true,0.715981,true,0.486615,true,0.365472,true,0.340151
1785194377.308,16:19:37.308,true,0.32191,true,0.76936,true,0.715095,true,0.463979,true,0.362577,true,0.369938
1785194377.8085,16:19:37.808,true,0.327145,true,0.773767,true,0.713778,true,0.454452,true,0.339415,true,0.369959
1785194378.3081,16:19:38.308,true,0.327055,true,0.771913,true,0.712175,true,0.471052,true,0.332476,true,0.370508
1785194378.8076,16:19:38.807,true,0.326637,true,0.785048,true,0.710383,true,0.504306,true,0.322112,true,0.367273
1785194379.3077,16:19:39.307,true,0.320111,true,0.783046,true,0.708108,true,0.533416,true,0.322333,true,0.351802
1785194379.8076,16:19:39.807,true,0.314467,true,0.757578,true,0.699553,true,0.542622,true,0.322552,true,0.351873
1785194380.3072,16:19:40.307,true,0.308344,true,0.753922,true,0.697445,true,0.533424,true,0.359677,true,0.376684
1785194380.8072,16:19:40.807,true,0.304459,true,0.733304,true,0.697356,true,0.520822,true,0.401237,true,0.397885
1785194381.3073,16:19:41.307,true,0.302548,true,0.732019,true,0.696987,true,0.50679,true,0.411393,true,0.41091
1785194381.8069,16:19:41.806,true,0.299659,true,0.730755,true,0.696126,true,0.488094,true,0.416721,true,0.414553
1785194382.3074,16:19:42.307,true,0.297286,true,0.697751,true,0.694106,true,0.468659,true,0.426463,true,0.414446
1785194382.8072,16:19:42.807,true,0.30406,true,0.696835,true,0.691296,true,0.453165,true,0.429622,true,0.408756
1785194383.3069,16:19:43.306,true,0.320895,true,0.733005,true,0.689356,true,0.440775,true,0.433342,true,0.404485
1785194383.8069,16:19:43.806,true,0.338026,true,0.748774,true,0.688531,true,0.431554,true,0.436992,true,0.394401
1785194384.3064,16:19:44.306,true,0.353451,true,0.754784,true,0.686644,true,0.426694,true,0.436886,true,0.376031
1785194384.806,16:19:44.806,true,0.367559,true,0.745851,true,0.67821,true,0.425769,true,0.455536,true,0.374868
1785194385.306,16:19:45.306,true,0.380434,true,0.729943,true,0.673137,true,0.425943,true,0.4561,true,0.372201
1785194385.8059,16:19:45.805,true,0.382718,true,0.694925,true,0.666111,true,0.42506,true,0.455211,true,0.371516
1785194386.3057,16:19:46.305,true,0.375098,true,0.655998,true,0.664513,true,0.422184,true,0.452692,true,0.371531
1785194386.8058,16:19:46.805,true,0.368404,true,0.655419,true,0.668355,true,0.418813,true,0.450831,true,0.386637
1785194387.306,16:19:47.306,true,0.36254,true,0.670121,true,0.68207,true,0.416639,true,0.450653,true,0.414196
1785194387.8053,16:19:47.805,true,0.357415,true,0.724428,true,0.680322,true,0.41684,true,0.450546,true,0.4322
1785194388.3049,16:19:48.304,true,0.349903,true,0.743064,true,0.671718,true,0.418159,true,0.453963,true,0.445743
1785194388.805,16:19:48.805,true,0.341939,true,0.753797,true,0.661193,true,0.419644,true,0.453813,true,0.44552
1785194389.3042,16:19:49.304,true,0.339798,true,0.766982,true,0.652405,true,0.420513,true,0.450889,true,0.424487
1785194389.8039,16:19:49.803,true,0.334588,true,0.76542,true,0.651,true,0.420761,true,0.450749,true,0.411098
1785194390.3045,16:19:50.304,true,0.327632,true,0.762593,true,0.664053,true,0.421708,true,0.45061,true,0.3833
1785194390.8042,16:19:50.804,true,0.324686,true,0.653907,true,0.67671,true,0.427297,true,0.4541,true,0.383286
1785194391.3036,16:19:51.303,true,0.326043,true,0.507118,true,0.691465,true,0.437677,true,0.465847,true,0.421421
1785194391.804,16:19:51.804,true,0.330739,true,0.469958,true,0.716495,true,0.447762,true,0.465664,true,0.440716
1785194392.3033,16:19:52.303,true,0.331637,true,0.47003,true,0.732341,true,0.452917,true,0.476098,true,0.450743
1785194392.8027,16:19:52.802,true,0.334708,true,0.492512,true,0.742203,true,0.453094,true,0.475883,true,0.461344
1785194393.3036,16:19:53.303,true,0.337549,true,0.544335,true,0.748112,true,0.451739,true,0.497969,true,0.466246
1785194393.8033,16:19:53.803,true,0.340103,true,0.590146,true,0.751375,true,0.453674,true,0.506407,true,0.471119
1785194394.3026,16:19:54.302,true,0.334418,true,0.589903,true,0.751763,true,0.462313,true,0.510702,true,0.470767
1785194394.803,16:19:54.803,true,0.32949,true,0.574689,true,0.750382,true,0.473679,true,0.512286,true,0.475432
1785194395.3033,16:19:55.303,true,0.327761,true,0.574499,true,0.749939,true,0.480341,true,0.511936,true,0.475055
1785194395.8027,16:19:55.802,true,0.31938,true,0.611144,true,0.747792,true,0.478396,true,0.497697,true,0.457404
1785194396.3029,16:19:56.302,true,0.312138,true,0.651847,true,0.745404,true,0.47114,true,0.497411,true,0.447173
1785194396.8026,16:19:56.802,true,0.309215,true,0.671397,true,0.735423,true,0.465112,true,0.501471,true,0.446959
1785194397.3021,16:19:57.302,true,0.308445,true,0.679347,true,0.731134,true,0.461939,true,0.533541,true,0.447773
1785194397.8024,16:19:57.802,true,0.306185,true,0.728304,true,0.728989,true,0.459761,true,0.5331,true,0.451067
1785194398.3023,16:19:58.302,true,0.302012,true,0.750059,true,0.728256,true,0.456783,true,0.484732,true,0.453953
1785194398.8023,16:19:58.802,true,0.298325,true,0.748807,true,0.729923,true,0.455257,true,0.437122,true,0.453711
1785194399.3025,16:19:59.302,true,0.290447,true,0.708563,true,0.72972,true,0.45754,true,0.437029,true,0.453287
1785194399.8024,16:19:59.802,true,0.283177,true,0.698564,true,0.727629,true,0.46051,true,0.46165,true,0.450196
1785194400.3016,16:20:00.301,true,0.27699,true,0.680343,true,0.711965,true,0.460343,true,0.461549,true,0.43599
