DateTime,Timestamp,Trial,MoveNumber,From,To,MoveDurationSeconds,HelpUsed,ErrorsThisMove,ErrorDetails
2026-07-22_09-49-54.230,1784738994.230,1,1,A,B,8,FALSE,0,
2026-07-22_09-50-08.235,1784739008.235,1,2,A,C,14,FALSE,0,
2026-07-22_09-50-26.878,1784739026.878,1,3,B,C,18,FALSE,0,
2026-07-22_09-50-40.913,1784739040.913,1,4,A,B,14,FALSE,0,
2026-07-22_09-51-03.913,1784739063.913,1,5,C,B,22,FALSE,0,
2026-07-22_09-51-33.054,1784739093.054,1,6,B,A,29,FALSE,0,
2026-07-22_09-51-46.071,1784739106.071,1,7,C,B,13,FALSE,0,
2026-07-22_09-51-58.695,1784739118.695,1,8,A,B,12,FALSE,0,
2026-07-22_09-52-12.006,1784739132.006,1,9,A,C,13,FALSE,0,
2026-07-22_09-52-35.352,1784739155.352,1,10,B,A,23,FALSE,0,
2026-07-22_09-52-48.368,1784739168.368,1,11,B,C,13,FALSE,0,
2026-07-22_09-53-56.513,1784739236.513,1,12,A,C,68,FALSE,0,
2026-07-22_09-54-10.753,1784739250.753,1,13,B,A,14,FALSE,0,
2026-07-22_09-54-35.107,1784739275.107,1,14,C,A,24,FALSE,0,
2026-07-22_09-54-48.025,1784739288.025,1,15,C,B,12,FALSE,0,
2026-07-22_09-55-00.533,1784739300.533,1,16,A,B,12,FALSE,0,
2026-07-22_09-55-14.084,1784739314.084,1,17,A,C,13,FALSE,0,
2026-07-22_09-55-27.904,1784739327.904,1,18,B,A,13,FALSE,0,
2026-07-22_09-55-41.194,1784739341.194,1,19,B,C,13,FALSE,0,
2026-07-22_09-55-56.520,1784739356.520,1,20,A,C,15,FALSE,0,
2026-07-22_09-56-10.123,1784739370.123,1,21,A,B,13,FALSE,0,
2026-07-22_09-56-40.219,1784739400.219,1,22,C,A,30,TRUE,0,
2026-07-22_09-56-56.489,1784739416.489,1,23,C,B,16,FALSE,0,
2026-07-22_09-57-53.132,1784739473.132,1,24,A,B,56,TRUE,0,
2026-07-22_09-58-09.313,1784739489.313,1,25,C,A,16,FALSE,0,
2026-07-22_09-58-34.999,1784739514.999,1,26,B,A,25,FALSE,0,
2026-07-22_09-58-50.287,1784739530.287,1,27,B,C,15,FALSE,0,
2026-07-22_09-59-17.452,1784739557.452,1,28,A,B,27,FALSE,0,
