Timestamp,Local time,Pleasure,Arousal,Dominance
1784315531.5957,12:12:11.595,0.97,0.06,0.24
1784315532.0953,12:12:12.095,0.96,0.07,0.27
1784315532.5949,12:12:12.594,0.96,0.08,0.27
1784315533.0957,12:12:13.095,0.96,0.09,0.27
1784315533.5953,12:12:13.595,0.96,0.25,0.09
1784315534.0945,12:12:14.094,0.97,0.24,0.07
1784315534.5946,12:12:14.594,0.99,0.10,0.08
1784315535.0939,12:12:15.093,1.00,0.02,0.08
1784315535.5933,12:12:15.593,1.00,0.01,0.08
1784315536.0931,12:12:16.093,1.00,0.07,0.04
1784315536.5928,12:12:16.592,0.99,0.03,0.14
1784315537.092,12:12:17.092,0.98,0.09,0.16
1784315537.5922,12:12:17.592,0.98,0.13,0.15
1784315538.0922,12:12:18.092,0.98,0.14,0.15
1784315538.592,12:12:18.592,0.98,0.15,0.15
1784315539.0925,12:12:19.092,0.98,0.16,0.13
1784315539.5921,12:12:19.592,0.98,0.16,0.12
1784315540.0921,12:12:20.092,0.97,0.18,0.14
1784315540.5923,12:12:20.592,0.96,0.27,0.02
1784315541.0927,12:12:21.092,0.97,0.25,0.03
1784315541.5923,12:12:21.592,0.97,0.25,0.03
1784315542.0922,12:12:22.092,0.99,0.10,0.12
1784315542.5924,12:12:22.592,0.99,0.01,0.15
1784315543.0922,12:12:23.092,0.99,-0.05,0.15
1784315543.5919,12:12:23.591,0.99,-0.07,0.12
1784315544.0917,12:12:24.091,0.99,-0.05,0.10
1784315544.5915,12:12:24.591,1.00,-0.05,0.08
1784315545.0911,12:12:25.091,0.99,-0.05,0.09
1784315545.5914,12:12:25.591,0.99,-0.07,0.10
1784315546.0911,12:12:26.091,0.99,-0.07,0.10
1784315546.5907,12:12:26.590,0.99,-0.06,0.10
1784315547.0907,12:12:27.090,0.99,-0.06,0.10
1784315547.5905,12:12:27.590,0.99,-0.08,0.10
1784315548.0902,12:12:28.090,0.99,-0.08,0.10
1784315548.5904,12:12:28.590,0.99,-0.07,0.09
1784315549.0901,12:12:29.090,0.99,-0.06,0.09
1784315549.5895,12:12:29.589,0.99,-0.07,0.09
1784315550.0898,12:12:30.089,0.99,-0.08,0.10
1784315550.5891,12:12:30.589,0.99,-0.08,0.11
1784315551.0887,12:12:31.088,0.99,-0.07,0.10
1784315551.5887,12:12:31.588,0.99,-0.06,0.08
1784315552.0883,12:12:32.088,1.00,-0.05,0.08
