Timestamp,Local time,Counter,Interpolated,Accelerometer X,Accelerometer Y,Accelerometer Z,Magnetometer X,Magnetometer Y,Magnetometer Z,Quaternion 0,Quaternion 1,Quaternion 2,Quaternion 3
1785343611.0576,09:46:51.057,23,false,0.610941,-0.342468,0.580872,0.414795,1.014664,-0.048829,-0.098146,-25.722973,-50.553697,21.151103
1785343611.0889,09:46:51.088,24,false,0.609831,-0.342285,0.58197,0.415039,0.994644,-0.074708,-0.083986,-25.513382,-50.582633,21.249161
1785343611.1202,09:46:51.120,25,false,0.609207,-0.342285,0.582581,0.4151,1.014176,-0.053223,-0.076661,-25.47429,-50.548861,21.292552
1785343611.1516,09:46:51.151,26,false,0.608512,-0.342407,0.583191,0.415161,1.006363,-0.070802,-0.085451,-25.573691,-50.682958,21.31665
1785343611.1829,09:46:51.182,27,false,0.607695,-0.342834,0.583618,0.415405,1.001968,-0.058595,-0.06836,-25.588382,-50.684014,21.30843
1785343611.2143,09:46:51.214,28,false,0.607553,-0.342773,0.583801,0.415405,1.00441,-0.083497,-0.059571,-25.631512,-50.804596,21.33094
1785343611.2456,09:46:51.245,29,false,0.607296,-0.34198,0.584534,0.415405,0.998062,-0.075196,-0.073243,-25.625468,-50.778534,21.411015
1785343611.277,09:46:51.277,30,false,0.60724,-0.341797,0.584656,0.415466,0.993179,-0.083009,-0.0542,-25.649936,-50.68031,21.333544
1785343611.3083,09:46:51.308,31,false,0.607517,-0.340881,0.585205,0.415039,1.019059,-0.072267,-0.071778,-25.686911,-50.756401,21.278773
1785343611.3397,09:46:51.339,0,false,0.607533,-0.34021,0.585449,0.415222,0.99855,-0.085451,-0.076661,-25.645419,-50.750113,21.349111
1785343611.371,09:46:51.371,1,false,0.607832,-0.338745,0.585815,0.415466,0.986831,-0.073732,-0.084962,-25.578168,-50.714546,21.337645
1785343611.4021,09:46:51.402,2,false,0.608148,-0.337891,0.585938,0.415527,0.997086,-0.072755,-0.091798,-25.457828,-50.772259,21.521726
1785343611.4333,09:46:51.433,3,false,0.608394,-0.337341,0.585999,0.415527,1.00148,-0.083986,-0.091798,-25.514013,-50.809247,21.492999
1785343611.4644,09:46:51.464,4,false,0.608405,-0.337158,0.585876,0.415833,1.005386,-0.083009,-0.094728,-25.519719,-50.782721,21.556867
1785343611.4956,09:46:51.495,5,false,0.608212,-0.33728,0.585876,0.416016,1.016129,-0.086915,-0.094728,-25.450085,-50.788755,21.644257
1785343611.5267,09:46:51.526,6,false,0.607925,-0.337524,0.586121,0.415894,1.010269,-0.073732,-0.089357,-25.492091,-50.868955,21.618231
1785343611.5578,09:46:51.557,7,false,0.607558,-0.338013,0.586609,0.415344,1.000504,-0.089845,-0.072267,-25.470081,-50.926181,21.534991
1785343611.589,09:46:51.589,8,false,0.607075,-0.338501,0.586914,0.415222,1.006363,-0.085939,-0.076173,-25.659626,-50.887961,21.519892
1785343611.6201,09:46:51.620,9,false,0.606759,-0.338501,0.587585,0.414734,0.991226,-0.066407,-0.062501,-25.576001,-50.883471,21.476394
1785343611.6512,09:46:51.651,10,false,0.606581,-0.338806,0.587463,0.414917,1.000015,-0.075685,-0.080079,-25.5456,-50.864476,21.302662
1785343611.6824,09:46:51.682,11,false,0.606606,-0.338867,0.587402,0.414917,1.002945,-0.088869,-0.062013,-25.578055,-50.72775,21.310795
1785343611.7135,09:46:51.713,12,false,0.606703,-0.338806,0.587036,0.415344,0.997574,-0.085451,-0.075196,-25.547448,-50.61965,21.258299
1785343611.7449,09:46:51.744,13,false,0.606832,-0.338562,0.586914,0.415527,0.995621,-0.078126,-0.078126,-25.564764,-50.746668,21.285823
1785343611.7762,09:46:51.776,14,false,0.607187,-0.338379,0.586609,0.415588,1.000992,-0.078614,-0.069825,-25.670072,-50.756308,21.220871
1785343611.8075,09:46:51.807,15,false,0.607322,-0.338318,0.586548,0.415527,1.014664,-0.08838,-0.084474,-25.585402,-50.809844,21.311952
1785343611.8389,09:46:51.838,16,false,0.608061,-0.337708,0.586609,0.414856,1.024918,-0.079591,-0.080568,-25.613876,-50.783258,21.468695
1785343611.8702,09:46:51.870,17,false,0.608479,-0.337341,0.586731,0.414368,0.999039,-0.072267,-0.083009,-25.639503,-50.789239,21.310686
1785343611.9016,09:46:51.901,18,false,0.608716,-0.337463,0.586975,0.413574,1.016617,-0.065431,-0.065919,-25.602752,-50.749759,21.303063
1785343611.9329,09:46:51.932,19,false,0.608569,-0.338196,0.586792,0.413452,1.002945,-0.062013,-0.062501,-25.749122,-50.87872,21.161618
1785343611.9643,09:46:51.964,20,false,0.608474,-0.338684,0.586609,0.413452,1.009781,-0.075196,-0.072755,-25.776179,-51.0546,21.273578
1785343611.9956,09:46:51.995,21,false,0.608591,-0.338928,0.586304,0.413513,0.993668,-0.078614,-0.073732,-25.935114,-51.033446,21.28462
1785343612.027,09:46:52.027,22,false,0.608818,-0.338806,0.586182,0.413452,0.992203,-0.087892,-0.063966,-25.853848,-51.089177,21.369326
